geography,time,genus,species,serotype,meat_source,antimicrobial,pct_resistant,n_resistant,n_tested,mic50,mic90
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Nitrofurantoin,0,0,38,8,16
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Nitrofurantoin,2.857142857142857,1,35,8,16
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Nitrofurantoin,3.8834951456310676,4,103,8,64
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Penicillin,0,0,118,4,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Penicillin,0,0,38,4,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Penicillin,0,0,35,4,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Penicillin,0,0,103,4,4
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Quinupristin-dalfopristin,96.61016949152543,114,118,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Quinupristin-dalfopristin,94.73684210526315,36,38,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Quinupristin-dalfopristin,88.57142857142857,31,35,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Quinupristin-dalfopristin,100,103,103,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Salinomycin,0,0,118,1,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Salinomycin,2.631578947368421,1,38,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Salinomycin,0,0,35,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Salinomycin,0.9708737864077669,1,103,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Streptomycin,27.11864406779661,32,118,512,2048
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Streptomycin,23.684210526315788,9,38,512,2048
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Streptomycin,20,7,35,512,2048
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Streptomycin,22.330097087378643,23,103,512,2048
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tetracycline,88.98305084745762,105,118,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tetracycline,84.21052631578947,32,38,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tetracycline,65.71428571428571,23,35,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tetracycline,87.37864077669903,90,103,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tylosin,37.28813559322034,44,118,2,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tylosin,39.473684210526315,15,38,2,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tylosin,20,7,35,2,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Tylosin,27.184466019417474,28,103,2,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Vancomycin,0,0,118,2,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Vancomycin,0,0,38,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Vancomycin,0,0,35,1,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Vancomycin,0,0,103,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Bacitracin,62.264150943396224,66,106,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Bacitracin,84.21052631578947,32,38,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Bacitracin,86.48648648648648,32,37,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Bacitracin,70.27027027027027,52,74,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Chloramphenicol,0,0,106,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Chloramphenicol,2.631578947368421,1,38,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Chloramphenicol,0,0,37,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Chloramphenicol,0,0,74,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Ciprofloxacin,0,0,106,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Ciprofloxacin,0,0,38,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Ciprofloxacin,5.405405405405405,2,37,1,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Ciprofloxacin,1.3513513513513513,1,74,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Erythromycin,4.716981132075472,5,106,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Erythromycin,7.894736842105263,3,38,1,2.6000000000000085
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Erythromycin,5.405405405405405,2,37,0.5,1.3999999999999986
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Erythromycin,17.56756756756757,13,74,0.5,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Flaveomycin,2.8301886792452833,3,106,2,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Flaveomycin,5.263157894736842,2,38,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Flaveomycin,0,0,37,1,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Flaveomycin,0,0,74,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Gentamicin,3.7735849056603774,4,106,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Gentamicin,2.631578947368421,1,38,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Gentamicin,2.7027027027027026,1,37,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Gentamicin,1.3513513513513513,1,74,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Kanamycin,0.9433962264150944,1,106,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Kanamycin,2.631578947368421,1,38,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Kanamycin,5.405405405405405,2,37,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Kanamycin,10.81081081081081,8,74,128,793.6000000000022
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Lincomycin,98.11320754716981,104,106,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Lincomycin,100,38,38,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Lincomycin,100,37,37,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Lincomycin,100,74,74,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Linezolid,0,0,106,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Linezolid,0,0,38,2,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Linezolid,0,0,37,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Linezolid,0,0,74,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Nitrofurantoin,0,0,106,8,16
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Nitrofurantoin,0,0,38,8,16
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Nitrofurantoin,0,0,37,16,16
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Nitrofurantoin,0,0,74,8,16
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Penicillin,0,0,106,4,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Penicillin,0,0,38,4,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Penicillin,0,0,37,4,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Penicillin,0,0,74,4,4
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Quinupristin-dalfopristin,96.22641509433963,102,106,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Quinupristin-dalfopristin,92.10526315789474,35,38,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Quinupristin-dalfopristin,100,37,37,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Quinupristin-dalfopristin,100,74,74,8,13.600000000000023
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Salinomycin,0,0,106,1,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Salinomycin,0,0,38,1,1
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Salinomycin,0,0,37,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Salinomycin,0,0,74,1,1
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Streptomycin,12.264150943396226,13,106,512,2048
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Streptomycin,5.263157894736842,2,38,512,512
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Streptomycin,8.108108108108109,3,37,512,512
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Streptomycin,12.162162162162163,9,74,512,1740.800000000003
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tetracycline,75.47169811320755,80,106,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tetracycline,76.31578947368422,29,38,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tetracycline,83.78378378378379,31,37,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tetracycline,87.83783783783784,65,74,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tylosin,4.716981132075472,5,106,2,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tylosin,7.894736842105263,3,38,2,2.6000000000000085
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tylosin,5.405405405405405,2,37,2,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Tylosin,17.56756756756757,13,74,2,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Vancomycin,0,0,106,1,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Vancomycin,0,0,38,2,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Vancomycin,0,0,37,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Pork Chops,Vancomycin,0,0,74,2,3.4000000000000057
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Bacitracin,100,27,27,128,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Bacitracin,98.09523809523809,103,105,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Bacitracin,100,17,17,128,128
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Bacitracin,95.1219512195122,78,82,128,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Chloramphenicol,0,0,27,8,11.200000000000017
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Chloramphenicol,0,0,105,8,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Chloramphenicol,0,0,17,8,8
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Chloramphenicol,0,0,82,8,8
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Ciprofloxacin,22.22222222222222,6,27,2,4
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Ciprofloxacin,12.380952380952381,13,105,2,4
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Ciprofloxacin,23.52941176470588,4,17,2,4
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Ciprofloxacin,8.536585365853659,7,82,1,2
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Erythromycin,25.925925925925924,7,27,2,8
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Erythromycin,32.38095238095238,34,105,2,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Erythromycin,5.88235294117647,1,17,0.5,0.5
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Erythromycin,20.73170731707317,17,82,2,8
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Flaveomycin,96.29629629629629,26,27,32,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Flaveomycin,98.09523809523809,103,105,32,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Flaveomycin,100,17,17,32,32
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Flaveomycin,93.90243902439023,77,82,32,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Gentamicin,3.7037037037037033,1,27,128,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Gentamicin,1.9047619047619049,2,105,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Gentamicin,5.88235294117647,1,17,128,128
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Gentamicin,3.6585365853658534,3,82,128,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Kanamycin,7.4074074074074066,2,27,256,512
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Kanamycin,8.571428571428571,9,105,256,512
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Kanamycin,11.76470588235294,2,17,256,716.8000000000002
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Kanamycin,2.4390243902439024,2,82,256,512
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Lincomycin,77.77777777777779,21,27,32,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Lincomycin,94.28571428571428,99,105,32,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Lincomycin,100,17,17,32,32
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Lincomycin,78.04878048780488,64,82,32,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Linezolid,0,0,27,2,2
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Linezolid,0,0,105,2,2
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Linezolid,0,0,17,2,2
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Linezolid,0,0,82,2,2
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Nitrofurantoin,25.925925925925924,7,27,64,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Nitrofurantoin,63.8095238095238,67,105,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Nitrofurantoin,100,17,17,128,128
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Nitrofurantoin,42.68292682926829,35,82,64,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Penicillin,11.11111111111111,3,27,4,11.200000000000017
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Penicillin,59.04761904761905,62,105,16,16
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Penicillin,70.58823529411765,12,17,16,16
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Penicillin,30.48780487804878,25,82,4,16
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Quinupristin-dalfopristin,59.25925925925925,16,27,4,16
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Quinupristin-dalfopristin,65.71428571428571,69,105,4,16
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Quinupristin-dalfopristin,5.88235294117647,1,17,2,2
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Quinupristin-dalfopristin,51.21951219512195,42,82,4,8
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Salinomycin,0,0,27,8,8
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Salinomycin,0,0,105,4,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Salinomycin,0,0,17,8,8
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Salinomycin,0,0,82,8,8
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Streptomycin,18.51851851851852,5,27,512,1024
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Streptomycin,15.238095238095239,16,105,512,1638.4000000000087
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Streptomycin,0,0,17,512,512
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Streptomycin,21.951219512195124,18,82,512,2048
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tetracycline,44.44444444444444,12,27,4,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tetracycline,69.52380952380952,73,105,32,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tetracycline,29.411764705882355,5,17,4,32
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tetracycline,50,41,82,12,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tylosin,22.22222222222222,6,27,4,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tylosin,26.666666666666668,28,105,4,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tylosin,0,0,17,4,4
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Tylosin,18.29268292682927,15,82,4,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Vancomycin,0,0,27,1,1
24,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Vancomycin,0,0,105,1,1
41,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Vancomycin,0,0,17,1,1
47,2002-12-31,Enterococcus,faecium,NA,Retail Chickens,Vancomycin,0,0,82,1,1
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Bacitracin,57.14285714285714,4,7,128,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Bacitracin,80.35714285714286,45,56,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Bacitracin,75,3,4,128,128
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Bacitracin,96.15384615384616,25,26,128,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Chloramphenicol,0,0,7,8,8
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Chloramphenicol,0,0,56,8,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Chloramphenicol,0,0,4,8,8
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Chloramphenicol,3.8461538461538463,1,26,8,16
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Ciprofloxacin,0,0,7,1,1
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Ciprofloxacin,8.928571428571429,5,56,1,2
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Ciprofloxacin,0,0,4,1,1.7000000000000002
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Ciprofloxacin,26.923076923076923,7,26,1.5,4
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Erythromycin,14.285714285714285,1,7,1,5.600000000000001
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Erythromycin,3.571428571428571,2,56,2,4
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Erythromycin,0,0,4,0.5,1.5500000000000003
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Erythromycin,30.76923076923077,8,26,2,8
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Flaveomycin,71.42857142857143,5,7,32,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Flaveomycin,98.21428571428571,55,56,32,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Flaveomycin,100,4,4,32,32
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Flaveomycin,92.3076923076923,24,26,32,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Gentamicin,0,0,7,128,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Gentamicin,0,0,56,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Gentamicin,0,0,4,128,128
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Gentamicin,3.8461538461538463,1,26,128,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Kanamycin,0,0,7,128,512
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Kanamycin,3.571428571428571,2,56,256,512
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Kanamycin,0,0,4,256,435.20000000000005
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Kanamycin,7.6923076923076925,2,26,256,512
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Lincomycin,100,7,7,16,32
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Lincomycin,73.21428571428571,41,56,8,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Lincomycin,75,3,4,12,27.200000000000003
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Lincomycin,76.92307692307693,20,26,32,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Linezolid,0,0,7,2,2
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Linezolid,0,0,56,2,2
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Linezolid,0,0,4,2,2
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Linezolid,0,0,26,2,2
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Nitrofurantoin,0,0,7,64,64
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Nitrofurantoin,16.071428571428573,9,56,64,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Nitrofurantoin,0,0,4,64,64
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Nitrofurantoin,30.76923076923077,8,26,64,128
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Penicillin,0,0,7,4,4
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Penicillin,0,0,56,4,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Penicillin,0,0,4,2.25,4
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Penicillin,0,0,26,4,6
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Quinupristin-dalfopristin,42.857142857142854,3,7,2,8
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Quinupristin-dalfopristin,42.857142857142854,24,56,2,4
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Quinupristin-dalfopristin,25,1,4,2,3.4000000000000004
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Quinupristin-dalfopristin,61.53846153846154,16,26,4,4
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Salinomycin,0,0,7,2,2
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Salinomycin,0,0,56,2,3
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Salinomycin,0,0,4,1.5,2
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Salinomycin,0,0,26,2,2
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Streptomycin,0,0,7,512,512
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Streptomycin,1.7857142857142856,1,56,512,512
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Streptomycin,0,0,4,512,512
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Streptomycin,7.6923076923076925,2,26,512,512
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tetracycline,0,0,7,4,4
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tetracycline,25,14,56,4,32
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tetracycline,0,0,4,4,4
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tetracycline,26.923076923076923,7,26,4,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tylosin,0,0,7,4,4
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tylosin,0,0,56,4,8
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tylosin,0,0,4,4,6.800000000000001
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Tylosin,23.076923076923077,6,26,4,32
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Vancomycin,0,0,7,1,1.4000000000000004
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Vancomycin,0,0,56,0.5,1
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Vancomycin,0,0,4,0.5,0.5
47,2002-12-31,Enterococcus,faecium,NA,Retail Ground Beef,Vancomycin,0,0,26,0.75,2
13,2002-12-31,Enterococcus,faecium,NA,Retail Ground Turkey,Bacitracin,100,2,2,128,128
24,2002-12-31,Enterococcus,faecium,NA,Retail Ground Turkey,Bacitracin,98.64864864864865,73,74,128,128
41,2002-12-31,Enterococcus,faecium,NA,Retail Ground Turkey,Bacitracin,100,4,4,128,128
