"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"55 to 59","Drug Poisoning","2023","Rhode Island","42","74,748","56.19","--","358"
"55 to 59","Drug Poisoning","2023","South Carolina","215","342,045","62.86","--","1,692"
"55 to 59","Drug Poisoning","2023","South Dakota","--","52,106","--","--","--"
"55 to 59","Drug Poisoning","2023","Tennessee","347","447,577","77.53","--","2,768"
"55 to 59","Drug Poisoning","2023","Texas","476","1,686,608","28.22","--","3,747"
"55 to 59","Drug Poisoning","2023","Utah","64","152,963","41.84","--","496"
"55 to 59","Drug Poisoning","2023","Vermont","28","43,174","64.85","--","232"
"55 to 59","Drug Poisoning","2023","Virginia","253","548,913","46.09","--","1,973"
"55 to 59","Drug Poisoning","2023","Washington","413","449,439","91.89","--","3,289"
"55 to 59","Drug Poisoning","2023","West Virginia","149","114,515","130.11","--","1,187"
"55 to 59","Drug Poisoning","2023","Wisconsin","180","383,604","46.92","--","1,452"
"55 to 59","Drug Poisoning","2023","Wyoming","14**","32,456","43.14**","--","116"
"55 to 59","Non-Drug Poisoning","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Arizona","13**","426,779","3.05**","--","103"
"55 to 59","Non-Drug Poisoning","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","California","40","2,358,200","1.70","--","337"
"55 to 59","Non-Drug Poisoning","2023","Colorado","10**","329,228","3.04**","--","76"
"55 to 59","Non-Drug Poisoning","2023","Connecticut","--","252,453","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","District of Columbia","--","32,146","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Florida","15**","1,477,106","1.02**","--","119"
"55 to 59","Non-Drug Poisoning","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Idaho","--","107,665","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Illinois","14**","780,461","1.79**","--","118"
"55 to 59","Non-Drug Poisoning","2023","Indiana","10**","412,417","2.43**","--","76"
"55 to 59","Non-Drug Poisoning","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Maine","13**","97,083","13.39**","--","102"
"55 to 59","Non-Drug Poisoning","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Michigan","14**","648,732","2.16**","--","121"
"55 to 59","Non-Drug Poisoning","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Montana","--","64,541","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Nebraska","--","109,051","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Nevada","--","197,490","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","New Hampshire","--","101,992","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","New Mexico","14**","121,069","11.56**","--","105"
"55 to 59","Non-Drug Poisoning","2023","New York","14**","1,287,994","1.09**","--","109"
"55 to 59","Non-Drug Poisoning","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","North Dakota","--","40,596","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Oklahoma","--","224,782","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Pennsylvania","15**","843,283","1.78**","--","114"
"55 to 59","Non-Drug Poisoning","2023","Rhode Island","--","74,748","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","South Dakota","--","52,106","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Texas","18**","1,686,608","1.07**","--","152"
"55 to 59","Non-Drug Poisoning","2023","Utah","--","152,963","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Washington","--","449,439","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","West Virginia","--","114,515","--","--","--"
"55 to 59","Non-Drug Poisoning","2023","Wisconsin","13**","383,604","3.39**","--","101"
"55 to 59","Non-Drug Poisoning","2023","Wyoming","--","32,456","--","--","--"
"55 to 59","Struck by / against","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Struck by / against","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Struck by / against","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Struck by / against","2023","California","--","2,358,200","--","--","--"
"55 to 59","Struck by / against","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Struck by / against","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Struck by / against","2023","Hawaii","--","85,681","--","--","--"
"55 to 59","Struck by / against","2023","Idaho","--","107,665","--","--","--"
"55 to 59","Struck by / against","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Struck by / against","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Struck by / against","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Struck by / against","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Struck by / against","2023","Maine","--","97,083","--","--","--"
"55 to 59","Struck by / against","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Struck by / against","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Struck by / against","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Struck by / against","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Struck by / against","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Struck by / against","2023","New Hampshire","--","101,992","--","--","--"
"55 to 59","Struck by / against","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Struck by / against","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Struck by / against","2023","North Dakota","--","40,596","--","--","--"
"55 to 59","Struck by / against","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Struck by / against","2023","Oklahoma","--","224,782","--","--","--"
"55 to 59","Struck by / against","2023","Pennsylvania","--","843,283","--","--","--"
"55 to 59","Struck by / against","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Struck by / against","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Struck by / against","2023","Texas","--","1,686,608","--","--","--"
"55 to 59","Struck by / against","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Struck by / against","2023","Wisconsin","--","383,604","--","--","--"
"55 to 59","Struck by / against","2023","Wyoming","--","32,456","--","--","--"
"55 to 59","Suffocation","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Suffocation","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Suffocation","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Suffocation","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Suffocation","2023","California","29","2,358,200","1.23","--","241"
"55 to 59","Suffocation","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Suffocation","2023","Connecticut","--","252,453","--","--","--"
"55 to 59","Suffocation","2023","District of Columbia","--","32,146","--","--","--"
"55 to 59","Suffocation","2023","Florida","16**","1,477,106","1.08**","--","127"
"55 to 59","Suffocation","2023","Georgia","11**","685,880","1.60**","--","92"
"55 to 59","Suffocation","2023","Hawaii","--","85,681","--","--","--"
"55 to 59","Suffocation","2023","Idaho","--","107,665","--","--","--"
"55 to 59","Suffocation","2023","Illinois","19**","780,461","2.43**","--","151"
"55 to 59","Suffocation","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Suffocation","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Suffocation","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Suffocation","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Suffocation","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Suffocation","2023","Maryland","14**","410,437","3.41**","--","102"
"55 to 59","Suffocation","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Suffocation","2023","Michigan","17**","648,732","2.62**","--","140"
"55 to 59","Suffocation","2023","Minnesota","10**","346,901","2.88**","--","84"
"55 to 59","Suffocation","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Suffocation","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Suffocation","2023","Montana","--","64,541","--","--","--"
"55 to 59","Suffocation","2023","Nebraska","--","109,051","--","--","--"
"55 to 59","Suffocation","2023","Nevada","--","197,490","--","--","--"
"55 to 59","Suffocation","2023","New Hampshire","--","101,992","--","--","--"
"55 to 59","Suffocation","2023","New Jersey","10**","626,509","1.60**","--","83"
"55 to 59","Suffocation","2023","New Mexico","--","121,069","--","--","--"
"55 to 59","Suffocation","2023","New York","21","1,287,994","1.63","--","168"
"55 to 59","Suffocation","2023","North Carolina","11**","683,841","1.61**","--","88"
"55 to 59","Suffocation","2023","North Dakota","--","40,596","--","--","--"
"55 to 59","Suffocation","2023","Ohio","16**","735,505","2.18**","--","132"
"55 to 59","Suffocation","2023","Oklahoma","--","224,782","--","--","--"
"55 to 59","Suffocation","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Suffocation","2023","Pennsylvania","21","843,283","2.49","--","163"
"55 to 59","Suffocation","2023","Rhode Island","--","74,748","--","--","--"
"55 to 59","Suffocation","2023","South Carolina","11**","342,045","3.22**","--","89"
"55 to 59","Suffocation","2023","South Dakota","--","52,106","--","--","--"
"55 to 59","Suffocation","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Suffocation","2023","Texas","21","1,686,608","1.25","--","176"
"55 to 59","Suffocation","2023","Utah","--","152,963","--","--","--"
"55 to 59","Suffocation","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Suffocation","2023","Washington","--","449,439","--","--","--"
"55 to 59","Suffocation","2023","West Virginia","--","114,515","--","--","--"
"55 to 59","Suffocation","2023","Wisconsin","--","383,604","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Alabama","86","319,677","26.90","--","688"
"55 to 59","Motor vehicle, traffic","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Arizona","100","426,779","23.43","--","794"
"55 to 59","Motor vehicle, traffic","2023","Arkansas","56","182,264","30.73","--","442"
"55 to 59","Motor vehicle, traffic","2023","California","313","2,358,200","13.27","--","2,487"
"55 to 59","Motor vehicle, traffic","2023","Colorado","52","329,228","15.80","--","408"
"55 to 59","Motor vehicle, traffic","2023","Connecticut","18**","252,453","7.13**","--","139"
"55 to 59","Motor vehicle, traffic","2023","Delaware","12**","67,878","17.68**","--","87"
"55 to 59","Motor vehicle, traffic","2023","District of Columbia","--","32,146","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Florida","259","1,477,106","17.53","--","2,029"
"55 to 59","Motor vehicle, traffic","2023","Georgia","134","685,880","19.54","--","1,060"
"55 to 59","Motor vehicle, traffic","2023","Hawaii","11**","85,681","12.84**","--","81"
"55 to 59","Motor vehicle, traffic","2023","Idaho","21","107,665","19.51","--","183"
"55 to 59","Motor vehicle, traffic","2023","Illinois","109","780,461","13.97","--","889"
"55 to 59","Motor vehicle, traffic","2023","Indiana","61","412,417","14.79","--","471"
"55 to 59","Motor vehicle, traffic","2023","Iowa","21","187,561","11.20","--","157"
"55 to 59","Motor vehicle, traffic","2023","Kansas","23","164,985","13.94","--","176"
"55 to 59","Motor vehicle, traffic","2023","Kentucky","56","284,728","19.67","--","444"
"55 to 59","Motor vehicle, traffic","2023","Louisiana","52","274,711","18.93","--","406"
"55 to 59","Motor vehicle, traffic","2023","Maine","--","97,083","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Maryland","53","410,437","12.91","--","408"
"55 to 59","Motor vehicle, traffic","2023","Massachusetts","27","469,340","5.75","--","212"
"55 to 59","Motor vehicle, traffic","2023","Michigan","77","648,732","11.87","--","603"
"55 to 59","Motor vehicle, traffic","2023","Minnesota","37","346,901","10.67","--","300"
"55 to 59","Motor vehicle, traffic","2023","Mississippi","44","178,807","24.61","--","350"
"55 to 59","Motor vehicle, traffic","2023","Missouri","68","374,950","18.14","--","545"
"55 to 59","Motor vehicle, traffic","2023","Montana","15**","64,541","23.24**","--","123"
"55 to 59","Motor vehicle, traffic","2023","Nebraska","14**","109,051","12.84**","--","115"
"55 to 59","Motor vehicle, traffic","2023","Nevada","36","197,490","18.23","--","287"
"55 to 59","Motor vehicle, traffic","2023","New Hampshire","--","101,992","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","New Jersey","48","626,509","7.66","--","382"
"55 to 59","Motor vehicle, traffic","2023","New Mexico","25","121,069","20.65","--","202"
"55 to 59","Motor vehicle, traffic","2023","New York","90","1,287,994","6.99","--","697"
"55 to 59","Motor vehicle, traffic","2023","North Carolina","132","683,841","19.30","--","1,073"
"55 to 59","Motor vehicle, traffic","2023","North Dakota","--","40,596","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Ohio","87","735,505","11.83","--","712"
"55 to 59","Motor vehicle, traffic","2023","Oklahoma","48","224,782","21.35","--","387"
"55 to 59","Motor vehicle, traffic","2023","Oregon","32","244,239","13.10","--","255"
"55 to 59","Motor vehicle, traffic","2023","Pennsylvania","92","843,283","10.91","--","751"
"55 to 59","Motor vehicle, traffic","2023","Rhode Island","--","74,748","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","South Carolina","74","342,045","21.64","--","597"
"55 to 59","Motor vehicle, traffic","2023","South Dakota","--","52,106","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Tennessee","92","447,577","20.56","--","733"
"55 to 59","Motor vehicle, traffic","2023","Texas","256","1,686,608","15.18","--","2,087"
"55 to 59","Motor vehicle, traffic","2023","Utah","18**","152,963","11.77**","--","152"
"55 to 59","Motor vehicle, traffic","2023","Vermont","--","43,174","--","--","--"
"55 to 59","Motor vehicle, traffic","2023","Virginia","64","548,913","11.66","--","511"
"55 to 59","Motor vehicle, traffic","2023","Washington","49","449,439","10.90","--","394"
"55 to 59","Motor vehicle, traffic","2023","West Virginia","15**","114,515","13.10**","--","123"
"55 to 59","Motor vehicle, traffic","2023","Wisconsin","38","383,604","9.91","--","294"
"55 to 59","Motor vehicle, traffic","2023","Wyoming","--","32,456","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Pedal cyclist, other","2023","California","12**","2,358,200","0.51**","--","97"
"55 to 59","Pedal cyclist, other","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Pedal cyclist, other","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Pedal cyclist, other","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Texas","--","1,686,608","--","--","--"
"55 to 59","Pedal cyclist, other","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Pedestrian, other","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Pedestrian, other","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Pedestrian, other","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Pedestrian, other","2023","California","16**","2,358,200","0.68**","--","132"
"55 to 59","Pedestrian, other","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Pedestrian, other","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Pedestrian, other","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Pedestrian, other","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Pedestrian, other","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Pedestrian, other","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Pedestrian, other","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Pedestrian, other","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Pedestrian, other","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Pedestrian, other","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Pedestrian, other","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Pedestrian, other","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Pedestrian, other","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Pedestrian, other","2023","Montana","--","64,541","--","--","--"
"55 to 59","Pedestrian, other","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Pedestrian, other","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Pedestrian, other","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Pedestrian, other","2023","Pennsylvania","--","843,283","--","--","--"
"55 to 59","Pedestrian, other","2023","Texas","--","1,686,608","--","--","--"
"55 to 59","Pedestrian, other","2023","Utah","--","152,963","--","--","--"
"55 to 59","Pedestrian, other","2023","Vermont","--","43,174","--","--","--"
"55 to 59","Pedestrian, other","2023","West Virginia","--","114,515","--","--","--"
"55 to 59","Transport, other land","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Transport, other land","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Transport, other land","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Transport, other land","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Transport, other land","2023","California","--","2,358,200","--","--","--"
"55 to 59","Transport, other land","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Transport, other land","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Transport, other land","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Transport, other land","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Transport, other land","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Transport, other land","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Transport, other land","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Transport, other land","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Transport, other land","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Transport, other land","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Transport, other land","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Transport, other land","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Transport, other land","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Transport, other land","2023","Nebraska","--","109,051","--","--","--"
"55 to 59","Transport, other land","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Transport, other land","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Transport, other land","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Transport, other land","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Transport, other land","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Transport, other land","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Transport, other land","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Transport, other land","2023","Texas","--","1,686,608","--","--","--"
"55 to 59","Transport, other land","2023","Utah","--","152,963","--","--","--"
"55 to 59","Transport, other land","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Transport, other land","2023","Washington","--","449,439","--","--","--"
"55 to 59","Transport, other land","2023","Wisconsin","--","383,604","--","--","--"
"55 to 59","Transport, other land","2023","Wyoming","--","32,456","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","California","--","2,358,200","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","New Mexico","--","121,069","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Transport, other (excl. drown by water transp)","2023","Texas","--","1,686,608","--","--","--"
"55 to 59","Other specified and classifiable","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Other specified and classifiable","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Other specified and classifiable","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Other specified and classifiable","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Other specified and classifiable","2023","California","12**","2,358,200","0.51**","--","87"
"55 to 59","Other specified and classifiable","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Other specified and classifiable","2023","Connecticut","--","252,453","--","--","--"
"55 to 59","Other specified and classifiable","2023","Florida","21","1,477,106","1.42","--","166"
"55 to 59","Other specified and classifiable","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Other specified and classifiable","2023","Idaho","--","107,665","--","--","--"
"55 to 59","Other specified and classifiable","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Other specified and classifiable","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Other specified and classifiable","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Other specified and classifiable","2023","Kansas","--","164,985","--","--","--"
"55 to 59","Other specified and classifiable","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Other specified and classifiable","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Other specified and classifiable","2023","Maine","--","97,083","--","--","--"
"55 to 59","Other specified and classifiable","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Other specified and classifiable","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Other specified and classifiable","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Other specified and classifiable","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Other specified and classifiable","2023","Mississippi","--","178,807","--","--","--"
"55 to 59","Other specified and classifiable","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Other specified and classifiable","2023","New Hampshire","--","101,992","--","--","--"
"55 to 59","Other specified and classifiable","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Other specified and classifiable","2023","New Mexico","--","121,069","--","--","--"
"55 to 59","Other specified and classifiable","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Other specified and classifiable","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Other specified and classifiable","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Other specified and classifiable","2023","Oklahoma","--","224,782","--","--","--"
"55 to 59","Other specified and classifiable","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Other specified and classifiable","2023","Pennsylvania","--","843,283","--","--","--"
"55 to 59","Other specified and classifiable","2023","Rhode Island","--","74,748","--","--","--"
"55 to 59","Other specified and classifiable","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Other specified and classifiable","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Other specified and classifiable","2023","Texas","13**","1,686,608","0.77**","--","112"
"55 to 59","Other specified and classifiable","2023","Vermont","--","43,174","--","--","--"
"55 to 59","Other specified and classifiable","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Other specified and classifiable","2023","Washington","--","449,439","--","--","--"
"55 to 59","Other specified and classifiable","2023","Wisconsin","--","383,604","--","--","--"
"55 to 59","Other specified / NEC","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Other specified / NEC","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Other specified / NEC","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Other specified / NEC","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Other specified / NEC","2023","California","14**","2,358,200","0.59**","--","104"
"55 to 59","Other specified / NEC","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Other specified / NEC","2023","Connecticut","--","252,453","--","--","--"
"55 to 59","Other specified / NEC","2023","Delaware","--","67,878","--","--","--"
"55 to 59","Other specified / NEC","2023","Florida","12**","1,477,106","0.81**","--","93"
"55 to 59","Other specified / NEC","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Other specified / NEC","2023","Idaho","--","107,665","--","--","--"
"55 to 59","Other specified / NEC","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Other specified / NEC","2023","Indiana","--","412,417","--","--","--"
"55 to 59","Other specified / NEC","2023","Iowa","--","187,561","--","--","--"
"55 to 59","Other specified / NEC","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Other specified / NEC","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Other specified / NEC","2023","Maryland","10**","410,437","2.44**","--","83"
"55 to 59","Other specified / NEC","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Other specified / NEC","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Other specified / NEC","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Other specified / NEC","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Other specified / NEC","2023","Montana","--","64,541","--","--","--"
"55 to 59","Other specified / NEC","2023","New Jersey","--","626,509","--","--","--"
"55 to 59","Other specified / NEC","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Other specified / NEC","2023","North Carolina","--","683,841","--","--","--"
"55 to 59","Other specified / NEC","2023","Ohio","10**","735,505","1.36**","--","93"
"55 to 59","Other specified / NEC","2023","Oklahoma","--","224,782","--","--","--"
"55 to 59","Other specified / NEC","2023","Oregon","--","244,239","--","--","--"
