"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"55 to 59","Other specified / NEC","2023","Pennsylvania","--","843,283","--","--","--"
"55 to 59","Other specified / NEC","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Other specified / NEC","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Other specified / NEC","2023","Texas","11**","1,686,608","0.65**","--","82"
"55 to 59","Other specified / NEC","2023","Utah","--","152,963","--","--","--"
"55 to 59","Other specified / NEC","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Other specified / NEC","2023","Washington","--","449,439","--","--","--"
"55 to 59","Other specified / NEC","2023","West Virginia","--","114,515","--","--","--"
"55 to 59","Other specified / NEC","2023","Wisconsin","--","383,604","--","--","--"
"55 to 59","Unspecified","2023","Alabama","--","319,677","--","--","--"
"55 to 59","Unspecified","2023","Alaska","--","41,147","--","--","--"
"55 to 59","Unspecified","2023","Arizona","--","426,779","--","--","--"
"55 to 59","Unspecified","2023","Arkansas","--","182,264","--","--","--"
"55 to 59","Unspecified","2023","California","11**","2,358,200","0.47**","--","91"
"55 to 59","Unspecified","2023","Colorado","--","329,228","--","--","--"
"55 to 59","Unspecified","2023","Connecticut","--","252,453","--","--","--"
"55 to 59","Unspecified","2023","Delaware","--","67,878","--","--","--"
"55 to 59","Unspecified","2023","Florida","--","1,477,106","--","--","--"
"55 to 59","Unspecified","2023","Georgia","--","685,880","--","--","--"
"55 to 59","Unspecified","2023","Illinois","--","780,461","--","--","--"
"55 to 59","Unspecified","2023","Indiana","11**","412,417","2.67**","--","84"
"55 to 59","Unspecified","2023","Kentucky","--","284,728","--","--","--"
"55 to 59","Unspecified","2023","Louisiana","--","274,711","--","--","--"
"55 to 59","Unspecified","2023","Maine","--","97,083","--","--","--"
"55 to 59","Unspecified","2023","Maryland","--","410,437","--","--","--"
"55 to 59","Unspecified","2023","Massachusetts","--","469,340","--","--","--"
"55 to 59","Unspecified","2023","Michigan","--","648,732","--","--","--"
"55 to 59","Unspecified","2023","Minnesota","--","346,901","--","--","--"
"55 to 59","Unspecified","2023","Missouri","--","374,950","--","--","--"
"55 to 59","Unspecified","2023","Montana","--","64,541","--","--","--"
"55 to 59","Unspecified","2023","Nebraska","--","109,051","--","--","--"
"55 to 59","Unspecified","2023","New Jersey","10**","626,509","1.60**","--","72"
"55 to 59","Unspecified","2023","New Mexico","--","121,069","--","--","--"
"55 to 59","Unspecified","2023","New York","--","1,287,994","--","--","--"
"55 to 59","Unspecified","2023","North Carolina","10**","683,841","1.46**","--","82"
"55 to 59","Unspecified","2023","Ohio","--","735,505","--","--","--"
"55 to 59","Unspecified","2023","Oregon","--","244,239","--","--","--"
"55 to 59","Unspecified","2023","Pennsylvania","18**","843,283","2.14**","--","139"
"55 to 59","Unspecified","2023","South Carolina","--","342,045","--","--","--"
"55 to 59","Unspecified","2023","Tennessee","--","447,577","--","--","--"
"55 to 59","Unspecified","2023","Texas","28","1,686,608","1.66","--","221"
"55 to 59","Unspecified","2023","Utah","--","152,963","--","--","--"
"55 to 59","Unspecified","2023","Virginia","--","548,913","--","--","--"
"55 to 59","Unspecified","2023","Washington","--","449,439","--","--","--"
"55 to 59","Unspecified","2023","Wisconsin","--","383,604","--","--","--"
"60 to 64","Cut/Pierce","2023","Colorado","--","347,397","--","--","--"
"60 to 64","Cut/Pierce","2023","Connecticut","--","254,388","--","--","--"
"60 to 64","Cut/Pierce","2023","Idaho","--","118,239","--","--","--"
"60 to 64","Cut/Pierce","2023","Kansas","--","182,524","--","--","--"
"60 to 64","Cut/Pierce","2023","Kentucky","--","294,911","--","--","--"
"60 to 64","Cut/Pierce","2023","Michigan","--","690,061","--","--","--"
"60 to 64","Cut/Pierce","2023","North Carolina","--","689,254","--","--","--"
"60 to 64","Cut/Pierce","2023","Ohio","--","784,325","--","--","--"
"60 to 64","Cut/Pierce","2023","Oklahoma","--","245,273","--","--","--"
"60 to 64","Cut/Pierce","2023","Pennsylvania","--","894,127","--","--","--"
"60 to 64","Cut/Pierce","2023","Tennessee","--","455,583","--","--","--"
"60 to 64","Cut/Pierce","2023","Texas","--","1,652,778","--","--","--"
"60 to 64","Cut/Pierce","2023","Virginia","--","552,645","--","--","--"
"60 to 64","Cut/Pierce","2023","West Virginia","--","120,821","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Alabama","--","334,389","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Alaska","--","44,017","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Arizona","11**","452,799","2.43**","--","33"
"60 to 64","Drowning (includes water transport)","2023","Arkansas","--","193,327","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","California","44","2,318,128","1.90","--","126"
"60 to 64","Drowning (includes water transport)","2023","Colorado","--","347,397","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Connecticut","--","254,388","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Delaware","--","75,501","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Florida","29","1,550,192","1.87","--","90"
"60 to 64","Drowning (includes water transport)","2023","Georgia","12**","659,606","1.82**","--","42"
"60 to 64","Drowning (includes water transport)","2023","Hawaii","--","90,436","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Idaho","--","118,239","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Illinois","10**","803,562","1.24**","--","32"
"60 to 64","Drowning (includes water transport)","2023","Indiana","--","431,937","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Iowa","--","208,033","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Kansas","--","182,524","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Kentucky","--","294,911","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Louisiana","--","291,290","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Maine","--","109,409","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Maryland","--","406,748","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Massachusetts","--","473,861","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Michigan","--","690,061","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Minnesota","--","378,597","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Mississippi","--","188,129","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Missouri","--","414,338","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Montana","--","77,039","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Nevada","--","197,417","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","New Hampshire","--","111,884","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","New Jersey","--","622,211","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","New Mexico","--","137,320","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","New York","--","1,303,797","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","North Carolina","--","689,254","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","North Dakota","--","46,456","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Ohio","--","784,325","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Oklahoma","--","245,273","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Oregon","--","261,122","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Pennsylvania","--","894,127","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","South Carolina","--","360,309","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Tennessee","--","455,583","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Texas","22","1,652,778","1.33","--","72"
"60 to 64","Drowning (includes water transport)","2023","Utah","--","156,049","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Vermont","--","48,640","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Virginia","10**","552,645","1.81**","--","24"
"60 to 64","Drowning (includes water transport)","2023","Washington","10**","472,123","2.12**","--","32"
"60 to 64","Drowning (includes water transport)","2023","West Virginia","--","120,821","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Wisconsin","--","418,099","--","--","--"
"60 to 64","Drowning (includes water transport)","2023","Wyoming","--","39,132","--","--","--"
"60 to 64","Fall","2023","Alabama","15**","334,389","4.49**","--","51"
"60 to 64","Fall","2023","Alaska","--","44,017","--","--","--"
"60 to 64","Fall","2023","Arizona","49","452,799","10.82","--","134"
"60 to 64","Fall","2023","Arkansas","19**","193,327","9.83**","--","63"
"60 to 64","Fall","2023","California","135","2,318,128","5.82","--","368"
"60 to 64","Fall","2023","Colorado","31","347,397","8.92","--","77"
"60 to 64","Fall","2023","Connecticut","23","254,388","9.04","--","64"
"60 to 64","Fall","2023","Delaware","--","75,501","--","--","--"
"60 to 64","Fall","2023","District of Columbia","--","31,229","--","--","--"
"60 to 64","Fall","2023","Florida","165","1,550,192","10.64","--","454"
"60 to 64","Fall","2023","Georgia","44","659,606","6.67","--","116"
"60 to 64","Fall","2023","Hawaii","--","90,436","--","--","--"
"60 to 64","Fall","2023","Idaho","10**","118,239","8.46**","--","29"
"60 to 64","Fall","2023","Illinois","67","803,562","8.34","--","165"
"60 to 64","Fall","2023","Indiana","45","431,937","10.42","--","131"
"60 to 64","Fall","2023","Iowa","29","208,033","13.94","--","75"
"60 to 64","Fall","2023","Kansas","23","182,524","12.60","--","66"
"60 to 64","Fall","2023","Kentucky","26","294,911","8.82","--","75"
"60 to 64","Fall","2023","Louisiana","22","291,290","7.55","--","59"
"60 to 64","Fall","2023","Maine","14**","109,409","12.80**","--","43"
"60 to 64","Fall","2023","Maryland","37","406,748","9.10","--","106"
"60 to 64","Fall","2023","Massachusetts","26","473,861","5.49","--","69"
"60 to 64","Fall","2023","Michigan","75","690,061","10.87","--","214"
"60 to 64","Fall","2023","Minnesota","36","378,597","9.51","--","101"
"60 to 64","Fall","2023","Mississippi","17**","188,129","9.04**","--","50"
"60 to 64","Fall","2023","Missouri","47","414,338","11.34","--","140"
"60 to 64","Fall","2023","Montana","--","77,039","--","--","--"
"60 to 64","Fall","2023","Nebraska","--","121,121","--","--","--"
"60 to 64","Fall","2023","Nevada","21","197,417","10.64","--","69"
"60 to 64","Fall","2023","New Hampshire","--","111,884","--","--","--"
"60 to 64","Fall","2023","New Jersey","33","622,211","5.30","--","92"
"60 to 64","Fall","2023","New Mexico","15**","137,320","10.92**","--","36"
"60 to 64","Fall","2023","New York","113","1,303,797","8.67","--","309"
"60 to 64","Fall","2023","North Carolina","83","689,254","12.04","--","257"
"60 to 64","Fall","2023","North Dakota","--","46,456","--","--","--"
"60 to 64","Fall","2023","Ohio","79","784,325","10.07","--","230"
"60 to 64","Fall","2023","Oklahoma","40","245,273","16.31","--","115"
"60 to 64","Fall","2023","Oregon","33","261,122","12.64","--","93"
"60 to 64","Fall","2023","Pennsylvania","99","894,127","11.07","--","284"
"60 to 64","Fall","2023","Rhode Island","16**","76,278","20.98**","--","45"
"60 to 64","Fall","2023","South Carolina","40","360,309","11.10","--","101"
"60 to 64","Fall","2023","South Dakota","--","61,303","--","--","--"
"60 to 64","Fall","2023","Tennessee","59","455,583","12.95","--","164"
"60 to 64","Fall","2023","Texas","154","1,652,778","9.32","--","454"
"60 to 64","Fall","2023","Utah","--","156,049","--","--","--"
"60 to 64","Fall","2023","Vermont","--","48,640","--","--","--"
"60 to 64","Fall","2023","Virginia","43","552,645","7.78","--","140"
"60 to 64","Fall","2023","Washington","38","472,123","8.05","--","102"
"60 to 64","Fall","2023","West Virginia","16**","120,821","13.24**","--","53"
"60 to 64","Fall","2023","Wisconsin","40","418,099","9.57","--","111"
"60 to 64","Fall","2023","Wyoming","--","39,132","--","--","--"
"60 to 64","Fire/Flame","2023","Alabama","12**","334,389","3.59**","--","38"
"60 to 64","Fire/Flame","2023","Arizona","--","452,799","--","--","--"
"60 to 64","Fire/Flame","2023","Arkansas","--","193,327","--","--","--"
"60 to 64","Fire/Flame","2023","California","16**","2,318,128","0.69**","--","49"
"60 to 64","Fire/Flame","2023","Colorado","--","347,397","--","--","--"
"60 to 64","Fire/Flame","2023","Connecticut","--","254,388","--","--","--"
"60 to 64","Fire/Flame","2023","Delaware","--","75,501","--","--","--"
"60 to 64","Fire/Flame","2023","District of Columbia","--","31,229","--","--","--"
"60 to 64","Fire/Flame","2023","Florida","14**","1,550,192","0.90**","--","34"
"60 to 64","Fire/Flame","2023","Georgia","15**","659,606","2.27**","--","42"
"60 to 64","Fire/Flame","2023","Hawaii","10**","90,436","11.06**","--","35"
"60 to 64","Fire/Flame","2023","Idaho","--","118,239","--","--","--"
"60 to 64","Fire/Flame","2023","Illinois","14**","803,562","1.74**","--","40"
"60 to 64","Fire/Flame","2023","Indiana","14**","431,937","3.24**","--","41"
"60 to 64","Fire/Flame","2023","Iowa","--","208,033","--","--","--"
"60 to 64","Fire/Flame","2023","Kansas","--","182,524","--","--","--"
"60 to 64","Fire/Flame","2023","Kentucky","14**","294,911","4.75**","--","36"
"60 to 64","Fire/Flame","2023","Louisiana","--","291,290","--","--","--"
"60 to 64","Fire/Flame","2023","Maine","--","109,409","--","--","--"
"60 to 64","Fire/Flame","2023","Maryland","--","406,748","--","--","--"
"60 to 64","Fire/Flame","2023","Massachusetts","--","473,861","--","--","--"
"60 to 64","Fire/Flame","2023","Michigan","11**","690,061","1.59**","--","31"
"60 to 64","Fire/Flame","2023","Minnesota","--","378,597","--","--","--"
"60 to 64","Fire/Flame","2023","Mississippi","12**","188,129","6.38**","--","37"
"60 to 64","Fire/Flame","2023","Missouri","--","414,338","--","--","--"
"60 to 64","Fire/Flame","2023","Montana","--","77,039","--","--","--"
"60 to 64","Fire/Flame","2023","Nebraska","--","121,121","--","--","--"
"60 to 64","Fire/Flame","2023","Nevada","--","197,417","--","--","--"
