"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","80 to 84","Iowa","2021","--","66,049","--","--","--"
"Firearm","80 to 84","Iowa","2020","11**","65,903","16.69**","--","0"
"Firearm","80 to 84","Iowa","2019","--","67,976","--","--","--"
"Firearm","80 to 84","Iowa","2018","--","66,725","--","--","--"
"Firearm","80 to 84","Kansas","2023","--","58,589","--","--","--"
"Firearm","80 to 84","Kansas","2022","13**","55,594","23.38**","--","0"
"Firearm","80 to 84","Kansas","2021","10**","54,235","18.44**","--","0"
"Firearm","80 to 84","Kansas","2020","--","53,749","--","--","--"
"Firearm","80 to 84","Kansas","2019","--","56,002","--","--","--"
"Firearm","80 to 84","Kansas","2018","--","54,935","--","--","--"
"Firearm","80 to 84","Kentucky","2023","21","92,064","22.81","--","0"
"Firearm","80 to 84","Kentucky","2022","18**","87,740","20.52**","--","0"
"Firearm","80 to 84","Kentucky","2021","29","85,445","33.94","--","0"
"Firearm","80 to 84","Kentucky","2020","24","83,831","28.63","--","0"
"Firearm","80 to 84","Kentucky","2019","14**","86,191","16.24**","--","0"
"Firearm","80 to 84","Kentucky","2018","16**","83,565","19.15**","--","0"
"Firearm","80 to 84","Louisiana","2023","18**","89,585","20.09**","--","0"
"Firearm","80 to 84","Louisiana","2022","16**","85,118","18.80**","--","0"
"Firearm","80 to 84","Louisiana","2021","12**","82,994","14.46**","--","0"
"Firearm","80 to 84","Louisiana","2020","16**","81,745","19.57**","--","0"
"Firearm","80 to 84","Louisiana","2019","11**","85,506","12.87**","--","0"
"Firearm","80 to 84","Louisiana","2018","14**","83,012","16.87**","--","0"
"Firearm","80 to 84","Maine","2023","--","36,617","--","--","--"
"Firearm","80 to 84","Maine","2022","--","34,037","--","--","--"
"Firearm","80 to 84","Maine","2021","--","32,574","--","--","--"
"Firearm","80 to 84","Maine","2020","--","31,628","--","--","--"
"Firearm","80 to 84","Maine","2019","--","32,090","--","--","--"
"Firearm","80 to 84","Maine","2018","13**","31,458","41.33**","--","0"
"Firearm","80 to 84","Maryland","2023","16**","125,789","12.72**","--","0"
"Firearm","80 to 84","Maryland","2022","--","117,273","--","--","--"
"Firearm","80 to 84","Maryland","2021","13**","111,347","11.68**","--","0"
"Firearm","80 to 84","Maryland","2020","14**","107,234","13.06**","--","0"
"Firearm","80 to 84","Maryland","2019","14**","108,727","12.88**","--","0"
"Firearm","80 to 84","Maryland","2018","13**","104,773","12.41**","--","0"
"Firearm","80 to 84","Massachusetts","2023","10**","150,665","6.64**","--","0"
"Firearm","80 to 84","Massachusetts","2022","--","140,301","--","--","--"
"Firearm","80 to 84","Massachusetts","2021","--","133,708","--","--","--"
"Firearm","80 to 84","Massachusetts","2020","--","131,231","--","--","--"
"Firearm","80 to 84","Massachusetts","2019","--","134,346","--","--","--"
"Firearm","80 to 84","Massachusetts","2018","--","131,831","--","--","--"
"Firearm","80 to 84","Michigan","2023","43","222,538","19.32","--","0"
"Firearm","80 to 84","Michigan","2022","37","207,969","17.79","--","0"
"Firearm","80 to 84","Michigan","2021","45","199,146","22.60","--","0"
"Firearm","80 to 84","Michigan","2020","28","194,638","14.39","--","0"
"Firearm","80 to 84","Michigan","2019","27","200,680","13.45","--","0"
"Firearm","80 to 84","Michigan","2018","26","195,083","13.33","--","0"
"Firearm","80 to 84","Minnesota","2023","13**","118,476","10.97**","--","0"
"Firearm","80 to 84","Minnesota","2022","14**","111,600","12.55**","--","0"
"Firearm","80 to 84","Minnesota","2021","11**","107,779","10.21**","--","0"
"Firearm","80 to 84","Minnesota","2020","--","105,528","--","--","--"
"Firearm","80 to 84","Minnesota","2019","--","107,516","--","--","--"
"Firearm","80 to 84","Minnesota","2018","14**","104,196","13.44**","--","0"
"Firearm","80 to 84","Mississippi","2023","21","59,643","35.21","--","0"
"Firearm","80 to 84","Mississippi","2022","13**","57,174","22.74**","--","0"
"Firearm","80 to 84","Mississippi","2021","18**","56,102","32.08**","--","0"
"Firearm","80 to 84","Mississippi","2020","12**","55,773","21.52**","--","0"
"Firearm","80 to 84","Mississippi","2019","16**","57,743","27.71**","--","0"
"Firearm","80 to 84","Mississippi","2018","10**","55,834","17.91**","--","0"
"Firearm","80 to 84","Missouri","2023","41","134,278","30.53","--","0"
"Firearm","80 to 84","Missouri","2022","35","127,041","27.55","--","0"
"Firearm","80 to 84","Missouri","2021","30","123,098","24.37","--","0"
"Firearm","80 to 84","Missouri","2020","26","121,137","21.46","--","0"
"Firearm","80 to 84","Missouri","2019","25","126,297","19.80","--","0"
"Firearm","80 to 84","Missouri","2018","23","123,255","18.66","--","0"
"Firearm","80 to 84","Montana","2023","--","25,918","--","--","--"
"Firearm","80 to 84","Montana","2022","--","24,218","--","--","--"
"Firearm","80 to 84","Montana","2021","12**","23,318","51.46**","--","0"
"Firearm","80 to 84","Montana","2020","11**","22,568","48.74**","--","0"
"Firearm","80 to 84","Montana","2019","--","22,667","--","--","--"
"Firearm","80 to 84","Montana","2018","--","21,818","--","--","--"
"Firearm","80 to 84","Nebraska","2023","--","38,631","--","--","--"
"Firearm","80 to 84","Nebraska","2022","--","36,822","--","--","--"
"Firearm","80 to 84","Nebraska","2021","--","36,121","--","--","--"
"Firearm","80 to 84","Nebraska","2020","--","36,120","--","--","--"
"Firearm","80 to 84","Nebraska","2019","--","37,418","--","--","--"
"Firearm","80 to 84","Nebraska","2018","--","36,693","--","--","--"
"Firearm","80 to 84","Nevada","2023","23","64,965","35.40","--","0"
"Firearm","80 to 84","Nevada","2022","17**","60,135","28.27**","--","0"
"Firearm","80 to 84","Nevada","2021","25","57,303","43.63","--","0"
"Firearm","80 to 84","Nevada","2020","14**","54,877","25.51**","--","0"
"Firearm","80 to 84","Nevada","2019","17**","54,864","30.99**","--","0"
"Firearm","80 to 84","Nevada","2018","23","51,542","44.62","--","0"
"Firearm","80 to 84","New Hampshire","2023","--","32,151","--","--","--"
"Firearm","80 to 84","New Hampshire","2022","--","29,631","--","--","--"
"Firearm","80 to 84","New Hampshire","2021","--","27,769","--","--","--"
"Firearm","80 to 84","New Hampshire","2020","--","26,755","--","--","--"
"Firearm","80 to 84","New Hampshire","2019","--","27,143","--","--","--"
"Firearm","80 to 84","New Hampshire","2018","--","26,362","--","--","--"
"Firearm","80 to 84","New Jersey","2023","14**","198,619","7.05**","--","0"
"Firearm","80 to 84","New Jersey","2022","14**","186,094","7.52**","--","0"
"Firearm","80 to 84","New Jersey","2021","13**","178,815","7.27**","--","0"
"Firearm","80 to 84","New Jersey","2020","11**","174,830","6.29**","--","0"
"Firearm","80 to 84","New Jersey","2019","10**","176,875","5.65**","--","0"
"Firearm","80 to 84","New Jersey","2018","12**","173,236","6.93**","--","0"
"Firearm","80 to 84","New Mexico","2023","16**","49,115","32.58**","--","0"
"Firearm","80 to 84","New Mexico","2022","10**","46,327","21.59**","--","0"
"Firearm","80 to 84","New Mexico","2021","10**","44,751","22.35**","--","0"
"Firearm","80 to 84","New Mexico","2020","21","43,699","48.06","--","0"
"Firearm","80 to 84","New Mexico","2019","--","44,128","--","--","--"
"Firearm","80 to 84","New Mexico","2018","11**","42,396","25.95**","--","0"
"Firearm","80 to 84","New York","2023","33","437,516","7.54","--","0"
"Firearm","80 to 84","New York","2022","21","415,111","5.06","--","0"
"Firearm","80 to 84","New York","2021","21","400,870","5.24","--","0"
"Firearm","80 to 84","New York","2020","22","392,452","5.61","--","0"
"Firearm","80 to 84","New York","2019","15**","398,643","3.76**","--","0"
"Firearm","80 to 84","New York","2018","15**","390,448","3.84**","--","0"
"Firearm","80 to 84","North Carolina","2023","33","220,186","14.99","--","0"
"Firearm","80 to 84","North Carolina","2022","40","204,257","19.58","--","0"
"Firearm","80 to 84","North Carolina","2021","42","194,331","21.61","--","0"
"Firearm","80 to 84","North Carolina","2020","33","189,845","17.38","--","0"
"Firearm","80 to 84","North Carolina","2019","16**","199,018","8.04**","--","0"
"Firearm","80 to 84","North Carolina","2018","36","192,352","18.72","--","0"
"Firearm","80 to 84","North Dakota","2023","--","14,981","--","--","--"
"Firearm","80 to 84","North Dakota","2022","--","14,305","--","--","--"
"Firearm","80 to 84","North Dakota","2021","--","14,100","--","--","--"
"Firearm","80 to 84","North Dakota","2020","--","14,299","--","--","--"
"Firearm","80 to 84","North Dakota","2019","--","14,711","--","--","--"
"Firearm","80 to 84","North Dakota","2018","--","14,594","--","--","--"
"Firearm","80 to 84","Ohio","2023","47","255,323","18.41","--","0"
"Firearm","80 to 84","Ohio","2022","26","242,925","10.70","--","0"
"Firearm","80 to 84","Ohio","2021","34","236,574","14.37","--","0"
"Firearm","80 to 84","Ohio","2020","45","234,118","19.22","--","0"
"Firearm","80 to 84","Ohio","2019","32","242,655","13.19","--","0"
"Firearm","80 to 84","Ohio","2018","31","237,239","13.07","--","0"
"Firearm","80 to 84","Oklahoma","2023","19**","79,484","23.90**","--","0"
"Firearm","80 to 84","Oklahoma","2022","23","75,750","30.36","--","0"
"Firearm","80 to 84","Oklahoma","2021","23","73,982","31.09","--","0"
"Firearm","80 to 84","Oklahoma","2020","20**","73,061","27.37**","--","0"
"Firearm","80 to 84","Oklahoma","2019","14**","76,370","18.33**","--","0"
"Firearm","80 to 84","Oklahoma","2018","13**","74,439","17.46**","--","0"
"Firearm","80 to 84","Oregon","2023","26","95,507","27.22","--","0"
"Firearm","80 to 84","Oregon","2022","30","88,382","33.94","--","0"
"Firearm","80 to 84","Oregon","2021","17**","84,254","20.18**","--","0"
"Firearm","80 to 84","Oregon","2020","14**","80,948","17.30**","--","0"
"Firearm","80 to 84","Oregon","2019","14**","81,616","17.15**","--","0"
"Firearm","80 to 84","Oregon","2018","21","78,133","26.88","--","0"
"Firearm","80 to 84","Pennsylvania","2023","46","308,043","14.93","--","0"
"Firearm","80 to 84","Pennsylvania","2022","49","291,026","16.84","--","0"
"Firearm","80 to 84","Pennsylvania","2021","43","282,332","15.23","--","0"
"Firearm","80 to 84","Pennsylvania","2020","43","278,756","15.43","--","0"
"Firearm","80 to 84","Pennsylvania","2019","35","288,025","12.15","--","0"
"Firearm","80 to 84","Pennsylvania","2018","38","282,783","13.44","--","0"
"Firearm","80 to 84","Rhode Island","2023","--","24,382","--","--","--"
"Firearm","80 to 84","Rhode Island","2022","--","22,844","--","--","--"
"Firearm","80 to 84","Rhode Island","2021","--","21,953","--","--","--"
"Firearm","80 to 84","Rhode Island","2020","--","21,455","--","--","--"
"Firearm","80 to 84","Rhode Island","2019","--","21,276","--","--","--"
"Firearm","80 to 84","Rhode Island","2018","--","20,970","--","--","--"
"Firearm","80 to 84","South Carolina","2023","19**","118,610","16.02**","--","0"
"Firearm","80 to 84","South Carolina","2022","35","109,006","32.11","--","0"
"Firearm","80 to 84","South Carolina","2021","26","102,979","25.25","--","0"
"Firearm","80 to 84","South Carolina","2020","21","99,228","21.16","--","0"
"Firearm","80 to 84","South Carolina","2019","28","102,344","27.36","--","0"
"Firearm","80 to 84","South Carolina","2018","14**","97,985","14.29**","--","0"
"Firearm","80 to 84","South Dakota","2023","--","17,558","--","--","--"
"Firearm","80 to 84","South Dakota","2022","--","16,696","--","--","--"
"Firearm","80 to 84","South Dakota","2021","--","16,182","--","--","--"
"Firearm","80 to 84","South Dakota","2020","--","16,340","--","--","--"
"Firearm","80 to 84","South Dakota","2019","--","17,108","--","--","--"
"Firearm","80 to 84","South Dakota","2018","--","16,914","--","--","--"
"Firearm","80 to 84","Tennessee","2023","48","143,619","33.42","--","0"
"Firearm","80 to 84","Tennessee","2022","31","134,631","23.03","--","0"
"Firearm","80 to 84","Tennessee","2021","34","129,438","26.27","--","0"
"Firearm","80 to 84","Tennessee","2020","32","126,906","25.22","--","0"
"Firearm","80 to 84","Tennessee","2019","42","130,964","32.07","--","0"
"Firearm","80 to 84","Tennessee","2018","24","126,093","19.03","--","0"
"Firearm","80 to 84","Texas","2023","86","469,414","18.32","--","0"
"Firearm","80 to 84","Texas","2022","85","438,901","19.37","--","0"
"Firearm","80 to 84","Texas","2021","91","420,439","21.64","--","0"
"Firearm","80 to 84","Texas","2020","74","410,530","18.03","--","0"
"Firearm","80 to 84","Texas","2019","66","419,389","15.74","--","0"
"Firearm","80 to 84","Texas","2018","67","407,413","16.45","--","0"
"Firearm","80 to 84","Utah","2023","--","47,586","--","--","--"
"Firearm","80 to 84","Utah","2022","--","44,205","--","--","--"
"Firearm","80 to 84","Utah","2021","11**","42,310","26.00**","--","0"
"Firearm","80 to 84","Utah","2020","10**","41,168","24.29**","--","0"
"Firearm","80 to 84","Utah","2019","11**","41,913","26.25**","--","0"
"Firearm","80 to 84","Utah","2018","--","40,280","--","--","--"
"Firearm","80 to 84","Vermont","2023","--","16,122","--","--","--"
"Firearm","80 to 84","Vermont","2022","--","14,823","--","--","--"
"Firearm","80 to 84","Vermont","2021","--","14,099","--","--","--"
"Firearm","80 to 84","Vermont","2020","--","13,513","--","--","--"
"Firearm","80 to 84","Vermont","2019","--","13,331","--","--","--"
"Firearm","80 to 84","Vermont","2018","--","13,044","--","--","--"
"Firearm","80 to 84","Virginia","2023","28","178,263","15.71","--","0"
"Firearm","80 to 84","Virginia","2022","30","165,850","18.09","--","0"
"Firearm","80 to 84","Virginia","2021","31","158,270","19.59","--","0"
"Firearm","80 to 84","Virginia","2020","33","152,799","21.60","--","0"
"Firearm","80 to 84","Virginia","2019","28","155,293","18.03","--","0"
"Firearm","80 to 84","Virginia","2018","23","149,573","15.38","--","0"
"Firearm","80 to 84","Washington","2023","29","150,203","19.31","--","0"
"Firearm","80 to 84","Washington","2022","35","139,308","25.12","--","0"
"Firearm","80 to 84","Washington","2021","20**","132,289","15.12**","--","0"
"Firearm","80 to 84","Washington","2020","31","126,691","24.47","--","0"
"Firearm","80 to 84","Washington","2019","32","128,599","24.88","--","0"
"Firearm","80 to 84","Washington","2018","28","123,720","22.63","--","0"
"Firearm","80 to 84","West Virginia","2023","10**","44,641","22.40**","--","0"
"Firearm","80 to 84","West Virginia","2022","17**","42,799","39.72**","--","0"
"Firearm","80 to 84","West Virginia","2021","14**","42,350","33.06**","--","0"
"Firearm","80 to 84","West Virginia","2020","--","41,906","--","--","--"
"Firearm","80 to 84","West Virginia","2019","12**","43,884","27.35**","--","0"
"Firearm","80 to 84","West Virginia","2018","--","42,725","--","--","--"
"Firearm","80 to 84","Wisconsin","2023","17**","127,611","13.32**","--","0"
"Firearm","80 to 84","Wisconsin","2022","19**","120,376","15.78**","--","0"
"Firearm","80 to 84","Wisconsin","2021","23","116,716","19.71","--","0"
"Firearm","80 to 84","Wisconsin","2020","13**","115,299","11.28**","--","0"
"Firearm","80 to 84","Wisconsin","2019","14**","118,388","11.83**","--","0"
"Firearm","80 to 84","Wisconsin","2018","12**","115,182","10.42**","--","0"
"Firearm","80 to 84","Wyoming","2023","--","11,880","--","--","--"
"Firearm","80 to 84","Wyoming","2022","--","11,158","--","--","--"
"Firearm","80 to 84","Wyoming","2021","--","10,781","--","--","--"
"Firearm","80 to 84","Wyoming","2020","--","10,484","--","--","--"
"Firearm","80 to 84","Wyoming","2019","--","10,711","--","--","--"
"Firearm","80 to 84","Wyoming","2018","--","10,346","--","--","--"
"Firearm","85+","Alabama","2023","22","90,419","24.33","--","0"
"Firearm","85+","Alabama","2022","21","87,122","24.10","--","0"
"Firearm","85+","Alabama","2021","24","86,160","27.86","--","0"
"Firearm","85+","Alabama","2020","16**","86,372","18.53**","--","0"
"Firearm","85+","Alabama","2019","25","92,027","27.17","--","0"
"Firearm","85+","Alabama","2018","21","90,660","23.16","--","0"
"Firearm","85+","Alaska","2023","--","7,039","--","--","--"
"Firearm","85+","Alaska","2022","--","6,856","--","--","--"
"Firearm","85+","Alaska","2021","--","6,787","--","--","--"
"Firearm","85+","Alaska","2019","--","7,160","--","--","--"
"Firearm","85+","Alaska","2018","--","6,877","--","--","--"
"Firearm","85+","Arizona","2023","53","149,125","35.54","--","0"
"Firearm","85+","Arizona","2022","44","142,417","30.90","--","0"
"Firearm","85+","Arizona","2021","38","139,469","27.25","--","0"
"Firearm","85+","Arizona","2020","41","136,818","29.97","--","0"
"Firearm","85+","Arizona","2019","51","147,743","34.52","--","0"
"Firearm","85+","Arizona","2018","32","143,267","22.34","--","0"
"Firearm","85+","Arkansas","2023","13**","56,280","23.10**","--","0"
"Firearm","85+","Arkansas","2022","--","54,809","--","--","--"
"Firearm","85+","Arkansas","2021","16**","54,794","29.20**","--","0"
"Firearm","85+","Arkansas","2020","12**","55,098","21.78**","--","0"
"Firearm","85+","Arkansas","2019","11**","60,444","18.20**","--","0"
"Firearm","85+","Arkansas","2018","--","59,719","--","--","--"
