"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","0 to 4","Mississippi","2023","--","173,870","--","--","--"
"Firearm","0 to 4","Mississippi","2022","--","175,294","--","--","--"
"Firearm","0 to 4","Mississippi","2021","--","177,233","--","--","--"
"Firearm","0 to 4","Mississippi","2020","--","179,750","--","--","--"
"Firearm","0 to 4","Mississippi","2019","--","184,669","--","--","--"
"Firearm","0 to 4","Mississippi","2018","--","186,965","--","--","--"
"Firearm","0 to 4","Missouri","2023","--","351,517","--","--","--"
"Firearm","0 to 4","Missouri","2022","--","355,958","--","--","--"
"Firearm","0 to 4","Missouri","2021","--","360,564","--","--","--"
"Firearm","0 to 4","Missouri","2020","--","366,312","--","--","--"
"Firearm","0 to 4","Missouri","2019","--","370,600","--","--","--"
"Firearm","0 to 4","Missouri","2018","--","373,710","--","--","--"
"Firearm","0 to 4","Nevada","2022","--","174,748","--","--","--"
"Firearm","0 to 4","Nevada","2020","--","180,584","--","--","--"
"Firearm","0 to 4","New Hampshire","2023","--","62,585","--","--","--"
"Firearm","0 to 4","New Hampshire","2022","--","62,994","--","--","--"
"Firearm","0 to 4","New Jersey","2022","--","520,556","--","--","--"
"Firearm","0 to 4","New Mexico","2019","--","121,184","--","--","--"
"Firearm","0 to 4","New York","2023","--","1,038,816","--","--","--"
"Firearm","0 to 4","New York","2021","--","1,097,447","--","--","--"
"Firearm","0 to 4","New York","2020","--","1,149,374","--","--","--"
"Firearm","0 to 4","New York","2018","--","1,144,491","--","--","--"
"Firearm","0 to 4","North Carolina","2023","--","606,455","--","--","--"
"Firearm","0 to 4","North Carolina","2022","--","601,735","--","--","--"
"Firearm","0 to 4","North Carolina","2021","--","595,613","--","--","--"
"Firearm","0 to 4","North Carolina","2020","--","598,324","--","--","--"
"Firearm","0 to 4","North Carolina","2019","--","609,780","--","--","--"
"Firearm","0 to 4","North Carolina","2018","--","611,193","--","--","--"
"Firearm","0 to 4","Ohio","2023","--","658,693","--","--","--"
"Firearm","0 to 4","Ohio","2022","--","665,879","--","--","--"
"Firearm","0 to 4","Ohio","2021","--","674,951","--","--","--"
"Firearm","0 to 4","Ohio","2020","--","687,566","--","--","--"
"Firearm","0 to 4","Ohio","2019","--","691,576","--","--","--"
"Firearm","0 to 4","Ohio","2018","--","696,818","--","--","--"
"Firearm","0 to 4","Oklahoma","2023","--","244,277","--","--","--"
"Firearm","0 to 4","Oklahoma","2022","--","245,601","--","--","--"
"Firearm","0 to 4","Oklahoma","2021","--","246,945","--","--","--"
"Firearm","0 to 4","Oklahoma","2019","--","256,706","--","--","--"
"Firearm","0 to 4","Oregon","2019","--","225,949","--","--","--"
"Firearm","0 to 4","Pennsylvania","2023","--","665,907","--","--","--"
"Firearm","0 to 4","Pennsylvania","2022","--","675,481","--","--","--"
"Firearm","0 to 4","Pennsylvania","2021","--","684,763","--","--","--"
"Firearm","0 to 4","Pennsylvania","2020","--","697,053","--","--","--"
"Firearm","0 to 4","Pennsylvania","2019","--","697,887","--","--","--"
"Firearm","0 to 4","South Carolina","2023","--","291,612","--","--","--"
"Firearm","0 to 4","South Carolina","2021","--","285,366","--","--","--"
"Firearm","0 to 4","South Carolina","2020","--","286,202","--","--","--"
"Firearm","0 to 4","South Carolina","2019","--","293,430","--","--","--"
"Firearm","0 to 4","South Carolina","2018","--","293,623","--","--","--"
"Firearm","0 to 4","South Dakota","2021","--","58,743","--","--","--"
"Firearm","0 to 4","Tennessee","2023","--","411,380","--","--","--"
"Firearm","0 to 4","Tennessee","2022","--","410,404","--","--","--"
"Firearm","0 to 4","Tennessee","2021","--","407,699","--","--","--"
"Firearm","0 to 4","Tennessee","2019","--","408,883","--","--","--"
"Firearm","0 to 4","Tennessee","2018","--","409,162","--","--","--"
"Firearm","0 to 4","Texas","2023","--","1,936,893","--","--","--"
"Firearm","0 to 4","Texas","2022","--","1,916,587","--","--","--"
"Firearm","0 to 4","Texas","2021","--","1,902,650","--","--","--"
"Firearm","0 to 4","Texas","2020","11**","1,934,517","0.57**","--","690"
"Firearm","0 to 4","Texas","2019","--","1,991,556","--","--","--"
"Firearm","0 to 4","Texas","2018","--","2,008,065","--","--","--"
"Firearm","0 to 4","Utah","2023","--","231,295","--","--","--"
"Firearm","0 to 4","Utah","2020","--","242,705","--","--","--"
"Firearm","0 to 4","Virginia","2023","--","485,946","--","--","--"
"Firearm","0 to 4","Virginia","2022","--","490,422","--","--","--"
"Firearm","0 to 4","Virginia","2021","--","494,707","--","--","--"
"Firearm","0 to 4","Virginia","2020","--","504,635","--","--","--"
"Firearm","0 to 4","Virginia","2019","--","508,430","--","--","--"
"Firearm","0 to 4","Virginia","2018","--","510,796","--","--","--"
"Firearm","0 to 4","Washington","2022","--","428,699","--","--","--"
"Firearm","0 to 4","Washington","2021","--","436,169","--","--","--"
"Firearm","0 to 4","Washington","2020","--","449,318","--","--","--"
"Firearm","0 to 4","Washington","2018","--","457,857","--","--","--"
"Firearm","0 to 4","West Virginia","2021","--","89,094","--","--","--"
"Firearm","0 to 4","West Virginia","2020","--","90,995","--","--","--"
"Firearm","0 to 4","Wisconsin","2023","--","310,374","--","--","--"
"Firearm","0 to 4","Wisconsin","2022","--","314,146","--","--","--"
"Firearm","0 to 4","Wisconsin","2021","--","319,919","--","--","--"
"Firearm","0 to 4","Wisconsin","2020","--","327,822","--","--","--"
"Firearm","0 to 4","Wisconsin","2019","--","330,688","--","--","--"
"Firearm","0 to 4","Wisconsin","2018","--","333,719","--","--","--"
"Firearm","5 to 9","Alabama","2023","--","312,594","--","--","--"
"Firearm","5 to 9","Alabama","2022","--","310,617","--","--","--"
"Firearm","5 to 9","Alabama","2020","--","306,718","--","--","--"
"Firearm","5 to 9","Alabama","2019","--","298,242","--","--","--"
"Firearm","5 to 9","Alabama","2018","--","298,235","--","--","--"
"Firearm","5 to 9","Alaska","2023","--","49,782","--","--","--"
"Firearm","5 to 9","Alaska","2022","--","50,794","--","--","--"
"Firearm","5 to 9","Alaska","2020","--","51,283","--","--","--"
"Firearm","5 to 9","Arizona","2023","--","435,999","--","--","--"
"Firearm","5 to 9","Arizona","2022","--","440,439","--","--","--"
"Firearm","5 to 9","Arizona","2019","--","454,018","--","--","--"
"Firearm","5 to 9","Arkansas","2023","--","195,742","--","--","--"
"Firearm","5 to 9","Arkansas","2022","--","194,846","--","--","--"
"Firearm","5 to 9","Arkansas","2021","--","193,730","--","--","--"
"Firearm","5 to 9","Arkansas","2020","--","192,586","--","--","--"
"Firearm","5 to 9","California","2023","--","2,334,129","--","--","--"
"Firearm","5 to 9","California","2022","--","2,383,747","--","--","--"
"Firearm","5 to 9","California","2021","--","2,425,080","--","--","--"
"Firearm","5 to 9","California","2020","--","2,461,974","--","--","--"
"Firearm","5 to 9","California","2019","--","2,480,357","--","--","--"
"Firearm","5 to 9","California","2018","--","2,490,201","--","--","--"
"Firearm","5 to 9","Colorado","2023","--","332,412","--","--","--"
"Firearm","5 to 9","Colorado","2022","--","335,758","--","--","--"
"Firearm","5 to 9","Colorado","2021","--","339,614","--","--","--"
"Firearm","5 to 9","Colorado","2020","--","342,516","--","--","--"
"Firearm","5 to 9","Colorado","2018","--","349,040","--","--","--"
"Firearm","5 to 9","Connecticut","2020","--","196,109","--","--","--"
"Firearm","5 to 9","Delaware","2021","--","57,728","--","--","--"
"Firearm","5 to 9","Delaware","2018","--","56,437","--","--","--"
"Firearm","5 to 9","District of Columbia","2021","--","37,630","--","--","--"
"Firearm","5 to 9","Florida","2023","--","1,213,256","--","--","--"
"Firearm","5 to 9","Florida","2022","--","1,200,374","--","--","--"
"Firearm","5 to 9","Florida","2021","--","1,179,470","--","--","--"
"Firearm","5 to 9","Florida","2020","--","1,169,802","--","--","--"
"Firearm","5 to 9","Florida","2019","--","1,167,120","--","--","--"
"Firearm","5 to 9","Florida","2018","--","1,156,432","--","--","--"
"Firearm","5 to 9","Georgia","2023","--","695,568","--","--","--"
"Firearm","5 to 9","Georgia","2022","--","693,772","--","--","--"
"Firearm","5 to 9","Georgia","2021","--","690,694","--","--","--"
"Firearm","5 to 9","Georgia","2020","--","690,460","--","--","--"
"Firearm","5 to 9","Georgia","2019","--","686,900","--","--","--"
"Firearm","5 to 9","Georgia","2018","--","687,018","--","--","--"
"Firearm","5 to 9","Idaho","2020","--","125,070","--","--","--"
"Firearm","5 to 9","Illinois","2023","--","749,735","--","--","--"
"Firearm","5 to 9","Illinois","2022","--","757,683","--","--","--"
"Firearm","5 to 9","Illinois","2021","--","768,309","--","--","--"
"Firearm","5 to 9","Illinois","2020","--","776,544","--","--","--"
"Firearm","5 to 9","Illinois","2019","--","769,274","--","--","--"
"Firearm","5 to 9","Illinois","2018","--","777,957","--","--","--"
"Firearm","5 to 9","Indiana","2023","--","439,941","--","--","--"
"Firearm","5 to 9","Indiana","2022","--","440,170","--","--","--"
"Firearm","5 to 9","Indiana","2021","--","439,696","--","--","--"
"Firearm","5 to 9","Indiana","2020","--","438,272","--","--","--"
"Firearm","5 to 9","Indiana","2019","--","432,456","--","--","--"
"Firearm","5 to 9","Indiana","2018","--","431,393","--","--","--"
"Firearm","5 to 9","Iowa","2022","--","203,240","--","--","--"
"Firearm","5 to 9","Iowa","2021","--","203,182","--","--","--"
"Firearm","5 to 9","Iowa","2019","--","200,405","--","--","--"
"Firearm","5 to 9","Kansas","2023","--","191,193","--","--","--"
"Firearm","5 to 9","Kansas","2021","--","195,043","--","--","--"
"Firearm","5 to 9","Kansas","2020","--","196,205","--","--","--"
"Firearm","5 to 9","Kansas","2019","--","196,423","--","--","--"
"Firearm","5 to 9","Kentucky","2023","--","282,087","--","--","--"
"Firearm","5 to 9","Kentucky","2021","--","281,846","--","--","--"
"Firearm","5 to 9","Kentucky","2020","--","280,895","--","--","--"
"Firearm","5 to 9","Kentucky","2019","--","276,766","--","--","--"
"Firearm","5 to 9","Kentucky","2018","--","276,600","--","--","--"
"Firearm","5 to 9","Louisiana","2023","--","298,458","--","--","--"
"Firearm","5 to 9","Louisiana","2022","--","301,228","--","--","--"
"Firearm","5 to 9","Louisiana","2021","--","303,963","--","--","--"
"Firearm","5 to 9","Louisiana","2020","--","304,436","--","--","--"
"Firearm","5 to 9","Louisiana","2019","--","301,750","--","--","--"
"Firearm","5 to 9","Louisiana","2018","--","302,223","--","--","--"
"Firearm","5 to 9","Maine","2018","--","67,622","--","--","--"
"Firearm","5 to 9","Maryland","2023","--","377,983","--","--","--"
"Firearm","5 to 9","Maryland","2022","--","378,025","--","--","--"
"Firearm","5 to 9","Maryland","2021","--","379,189","--","--","--"
"Firearm","5 to 9","Maryland","2019","--","371,451","--","--","--"
"Firearm","5 to 9","Maryland","2018","--","371,356","--","--","--"
"Firearm","5 to 9","Massachusetts","2019","--","369,560","--","--","--"
"Firearm","5 to 9","Michigan","2023","--","586,540","--","--","--"
"Firearm","5 to 9","Michigan","2022","--","589,455","--","--","--"
"Firearm","5 to 9","Michigan","2021","--","590,805","--","--","--"
"Firearm","5 to 9","Michigan","2020","--","591,501","--","--","--"
"Firearm","5 to 9","Michigan","2019","--","586,147","--","--","--"
"Firearm","5 to 9","Michigan","2018","--","585,870","--","--","--"
"Firearm","5 to 9","Minnesota","2022","--","365,864","--","--","--"
"Firearm","5 to 9","Minnesota","2021","--","366,905","--","--","--"
"Firearm","5 to 9","Minnesota","2020","--","366,729","--","--","--"
"Firearm","5 to 9","Minnesota","2019","--","363,023","--","--","--"
"Firearm","5 to 9","Mississippi","2023","--","183,294","--","--","--"
"Firearm","5 to 9","Mississippi","2022","--","183,803","--","--","--"
"Firearm","5 to 9","Mississippi","2021","--","185,465","--","--","--"
"Firearm","5 to 9","Mississippi","2020","--","186,880","--","--","--"
"Firearm","5 to 9","Mississippi","2019","--","189,365","--","--","--"
"Firearm","5 to 9","Mississippi","2018","--","192,870","--","--","--"
"Firearm","5 to 9","Missouri","2023","--","380,727","--","--","--"
"Firearm","5 to 9","Missouri","2021","--","380,549","--","--","--"
"Firearm","5 to 9","Missouri","2020","--","379,978","--","--","--"
"Firearm","5 to 9","Missouri","2019","--","378,829","--","--","--"
"Firearm","5 to 9","Missouri","2018","--","378,486","--","--","--"
"Firearm","5 to 9","Montana","2022","--","66,603","--","--","--"
"Firearm","5 to 9","Nevada","2023","--","190,295","--","--","--"
"Firearm","5 to 9","Nevada","2020","--","192,084","--","--","--"
"Firearm","5 to 9","Nevada","2018","--","191,780","--","--","--"
"Firearm","5 to 9","New Hampshire","2022","--","68,860","--","--","--"
"Firearm","5 to 9","New Jersey","2023","--","553,028","--","--","--"
"Firearm","5 to 9","New Jersey","2022","--","553,154","--","--","--"
"Firearm","5 to 9","New Jersey","2021","--","554,265","--","--","--"
"Firearm","5 to 9","New Jersey","2020","--","556,532","--","--","--"
"Firearm","5 to 9","New Jersey","2018","--","534,349","--","--","--"
"Firearm","5 to 9","New Mexico","2023","--","123,012","--","--","--"
"Firearm","5 to 9","New York","2023","--","1,100,000","--","--","--"
"Firearm","5 to 9","New York","2020","--","1,161,073","--","--","--"
"Firearm","5 to 9","New York","2019","--","1,119,219","--","--","--"
"Firearm","5 to 9","North Carolina","2023","--","639,000","--","--","--"
"Firearm","5 to 9","North Carolina","2022","--","634,761","--","--","--"
"Firearm","5 to 9","North Carolina","2021","--","629,761","--","--","--"
"Firearm","5 to 9","North Carolina","2020","--","626,952","--","--","--"
"Firearm","5 to 9","North Carolina","2019","--","630,413","--","--","--"
"Firearm","5 to 9","North Carolina","2018","--","629,750","--","--","--"
"Firearm","5 to 9","North Dakota","2021","--","53,060","--","--","--"
"Firearm","5 to 9","North Dakota","2018","--","50,329","--","--","--"
"Firearm","5 to 9","Ohio","2023","--","717,092","--","--","--"
"Firearm","5 to 9","Ohio","2022","--","718,993","--","--","--"
"Firearm","5 to 9","Ohio","2021","11**","720,319","1.53**","--","644"
"Firearm","5 to 9","Ohio","2020","--","718,406","--","--","--"
"Firearm","5 to 9","Ohio","2019","--","709,418","--","--","--"
"Firearm","5 to 9","Ohio","2018","--","708,501","--","--","--"
"Firearm","5 to 9","Oklahoma","2023","--","270,101","--","--","--"
"Firearm","5 to 9","Oklahoma","2022","--","270,776","--","--","--"
"Firearm","5 to 9","Oklahoma","2021","--","269,924","--","--","--"
"Firearm","5 to 9","Oklahoma","2019","--","268,427","--","--","--"
"Firearm","5 to 9","Oklahoma","2018","--","268,449","--","--","--"
"Firearm","5 to 9","Oregon","2022","--","235,030","--","--","--"
"Firearm","5 to 9","Oregon","2018","--","242,518","--","--","--"
"Firearm","5 to 9","Pennsylvania","2023","--","726,342","--","--","--"
"Firearm","5 to 9","Pennsylvania","2022","--","731,520","--","--","--"
"Firearm","5 to 9","Pennsylvania","2021","--","736,079","--","--","--"
"Firearm","5 to 9","Pennsylvania","2020","--","737,965","--","--","--"
"Firearm","5 to 9","Pennsylvania","2019","--","727,113","--","--","--"
"Firearm","5 to 9","South Carolina","2023","--","313,144","--","--","--"
"Firearm","5 to 9","South Carolina","2022","--","309,988","--","--","--"
"Firearm","5 to 9","South Carolina","2021","--","306,276","--","--","--"
"Firearm","5 to 9","South Carolina","2020","--","304,600","--","--","--"
"Firearm","5 to 9","South Carolina","2019","--","307,379","--","--","--"
"Firearm","5 to 9","South Carolina","2018","--","307,020","--","--","--"
"Firearm","5 to 9","Tennessee","2023","--","432,891","--","--","--"
"Firearm","5 to 9","Tennessee","2022","--","429,637","--","--","--"
"Firearm","5 to 9","Tennessee","2021","--","426,027","--","--","--"
"Firearm","5 to 9","Tennessee","2020","--","421,872","--","--","--"
"Firearm","5 to 9","Tennessee","2019","--","413,520","--","--","--"
"Firearm","5 to 9","Tennessee","2018","--","413,019","--","--","--"
"Firearm","5 to 9","Texas","2023","--","2,108,286","--","--","--"
"Firearm","5 to 9","Texas","2022","12**","2,103,645","0.57**","--","690"
"Firearm","5 to 9","Texas","2021","--","2,080,457","--","--","--"
"Firearm","5 to 9","Texas","2020","--","2,064,134","--","--","--"
"Firearm","5 to 9","Texas","2019","--","2,065,856","--","--","--"
"Firearm","5 to 9","Texas","2018","--","2,047,922","--","--","--"
"Firearm","5 to 9","Utah","2023","--","255,057","--","--","--"
"Firearm","5 to 9","Utah","2022","--","259,811","--","--","--"
"Firearm","5 to 9","Utah","2021","--","261,063","--","--","--"
"Firearm","5 to 9","Utah","2020","--","260,303","--","--","--"
"Firearm","5 to 9","Virginia","2023","--","523,016","--","--","--"
"Firearm","5 to 9","Virginia","2022","--","523,096","--","--","--"
"Firearm","5 to 9","Virginia","2021","--","522,805","--","--","--"
"Firearm","5 to 9","Virginia","2020","--","522,514","--","--","--"
"Firearm","5 to 9","Virginia","2019","--","516,531","--","--","--"
"Firearm","5 to 9","Virginia","2018","--","514,157","--","--","--"
"Firearm","5 to 9","Washington","2023","--","461,780","--","--","--"
"Firearm","5 to 9","Washington","2021","--","472,925","--","--","--"
"Firearm","5 to 9","Washington","2020","--","474,021","--","--","--"
"Firearm","5 to 9","West Virginia","2020","--","99,994","--","--","--"
"Firearm","5 to 9","West Virginia","2018","--","101,172","--","--","--"
"Firearm","5 to 9","Wisconsin","2022","--","344,770","--","--","--"
"Firearm","5 to 9","Wisconsin","2021","--","346,991","--","--","--"
"Firearm","5 to 9","Wisconsin","2019","--","347,505","--","--","--"
