"Intent or Manner","Age Group","State","Race","Death Count","Population","Crude Rate"
"Suicide","20 to 24","New Mexico","White","32","118,089","27.10"
"Suicide","20 to 24","New Mexico","Black","--","5,172","--"
"Suicide","20 to 24","New York","White","60","865,371","6.93"
"Suicide","20 to 24","New York","Black","--","248,202","--"
"Suicide","20 to 24","North Carolina","White","83","499,730","16.61"
"Suicide","20 to 24","North Carolina","Black","32","180,717","17.71"
"Suicide","20 to 24","North Dakota","White","14**","54,872","25.51"
"Suicide","20 to 24","North Dakota","Black","--","2,593","--"
"Suicide","20 to 24","Ohio","White","122","602,331","20.25"
"Suicide","20 to 24","Ohio","Black","23","116,570","19.73"
"Suicide","20 to 24","Oklahoma","White","37","200,949","18.41"
"Suicide","20 to 24","Oklahoma","Black","--","27,499","--"
"Suicide","20 to 24","Oregon","White","44","221,973","19.82"
"Suicide","20 to 24","Oregon","Black","--","7,756","--"
"Suicide","20 to 24","Pennsylvania","White","91","643,288","14.15"
"Suicide","20 to 24","Pennsylvania","Black","21","123,305","17.03"
"Suicide","20 to 24","Rhode Island","White","--","60,888","--"
"Suicide","20 to 24","Rhode Island","Black","--","8,507","--"
"Suicide","20 to 24","South Carolina","White","36","226,532","15.89"
"Suicide","20 to 24","South Carolina","Black","13**","104,775","12.41"
"Suicide","20 to 24","South Dakota","White","--","50,224","--"
"Suicide","20 to 24","South Dakota","Black","--","1,926","--"
"Suicide","20 to 24","Tennessee","White","75","357,420","20.98"
"Suicide","20 to 24","Tennessee","Black","18**","91,576","19.66"
"Suicide","20 to 24","Texas","White","188","968,701","19.41"
"Suicide","20 to 24","Texas","Black","45","222,580","20.22"
"Suicide","20 to 24","Utah","White","67","265,862","25.20"
"Suicide","20 to 24","Utah","Black","--","5,181","--"
"Suicide","20 to 24","Vermont","White","--","41,427","--"
"Suicide","20 to 24","Vermont","Black","--","1,168","--"
"Suicide","20 to 24","Virginia","White","66","392,248","16.83"
"Suicide","20 to 24","Virginia","Black","24","127,737","18.79"
"Suicide","20 to 24","Washington","White","51","366,738","13.91"
"Suicide","20 to 24","Washington","Black","--","28,153","--"
"Suicide","20 to 24","West Virginia","White","23","104,864","21.93"
"Suicide","20 to 24","West Virginia","Black","--","5,565","--"
"Suicide","20 to 24","Wisconsin","White","47","341,260","13.77"
"Suicide","20 to 24","Wisconsin","Black","13**","32,637","39.83"
"Suicide","20 to 24","Wyoming","White","16**","35,389","45.21"
"Suicide","20 to 24","Wyoming","Black","--","755","--"
"Suicide","25 to 29","Alabama","White","42","208,303","20.16"
"Suicide","25 to 29","Alabama","Black","--","97,392","--"
"Suicide","25 to 29","Alaska","White","--","33,722","--"
"Suicide","25 to 29","Alaska","Black","--","2,657","--"
"Suicide","25 to 29","Arizona","White","98","398,591","24.59"
"Suicide","25 to 29","Arizona","Black","10**","34,860","28.69"
"Suicide","25 to 29","Arkansas","White","37","146,268","25.30"
"Suicide","25 to 29","Arkansas","Black","--","35,042","--"
"Suicide","25 to 29","California","White","154","1,308,629","11.77"
"Suicide","25 to 29","California","Black","19**","132,463","14.34"
"Suicide","25 to 29","Colorado","White","101","374,261","26.99"
"Suicide","25 to 29","Colorado","Black","--","24,799","--"
"Suicide","25 to 29","Connecticut","White","13**","165,033","7.88"
"Suicide","25 to 29","Connecticut","Black","--","35,425","--"
"Suicide","25 to 29","Delaware","White","--","37,662","--"
"Suicide","25 to 29","Delaware","Black","--","16,633","--"
"Suicide","25 to 29","District of Columbia","White","--","39,791","--"
"Suicide","25 to 29","District of Columbia","Black","--","23,847","--"
"Suicide","25 to 29","Florida","White","114","680,730","16.75"
"Suicide","25 to 29","Florida","Black","19**","200,273","9.49"
"Suicide","25 to 29","Georgia","White","91","406,681","22.38"
"Suicide","25 to 29","Georgia","Black","50","272,771","18.33"
"Suicide","25 to 29","Hawaii","White","--","25,925","--"
"Suicide","25 to 29","Hawaii","Black","--","3,784","--"
"Suicide","25 to 29","Idaho","White","32","112,805","28.37"
"Suicide","25 to 29","Idaho","Black","--","1,814","--"
"Suicide","25 to 29","Illinois","White","97","605,241","16.03"
"Suicide","25 to 29","Illinois","Black","22","143,191","15.36"
"Suicide","25 to 29","Indiana","White","75","358,013","20.95"
"Suicide","25 to 29","Indiana","Black","14**","55,315","25.31"
"Suicide","25 to 29","Iowa","White","42","171,023","24.56"
"Suicide","25 to 29","Iowa","Black","--","12,446","--"
"Suicide","25 to 29","Kansas","White","44","154,576","28.47"
"Suicide","25 to 29","Kansas","Black","--","14,518","--"
"Suicide","25 to 29","Kentucky","White","49","246,636","19.87"
"Suicide","25 to 29","Kentucky","Black","--","30,715","--"
"Suicide","25 to 29","Louisiana","White","35","170,334","20.55"
"Suicide","25 to 29","Louisiana","Black","19**","106,944","17.77"
"Suicide","25 to 29","Maine","White","15**","73,679","20.36"
"Suicide","25 to 29","Maine","Black","--","2,389","--"
"Suicide","25 to 29","Maryland","White","31","207,857","14.91"
"Suicide","25 to 29","Maryland","Black","17**","133,479","12.74"
"Suicide","25 to 29","Massachusetts","White","31","363,319","8.53"
"Suicide","25 to 29","Massachusetts","Black","--","51,433","--"
"Suicide","25 to 29","Michigan","White","91","484,438","18.78"
"Suicide","25 to 29","Michigan","Black","12**","108,908","11.02"
"Suicide","25 to 29","Minnesota","White","53","282,348","18.77"
"Suicide","25 to 29","Minnesota","Black","--","33,390","--"
"Suicide","25 to 29","Mississippi","White","17**","100,419","16.93"
"Suicide","25 to 29","Mississippi","Black","--","78,243","--"
"Suicide","25 to 29","Missouri","White","60","314,942","19.05"
"Suicide","25 to 29","Missouri","Black","--","55,274","--"
"Suicide","25 to 29","Montana","White","18**","62,246","28.92"
"Suicide","25 to 29","Montana","Black","--","770","--"
"Suicide","25 to 29","Nebraska","White","24","106,372","22.56"
"Suicide","25 to 29","Nebraska","Black","--","8,554","--"
"Suicide","25 to 29","Nevada","White","27","152,178","17.74"
"Suicide","25 to 29","Nevada","Black","--","28,186","--"
"Suicide","25 to 29","New Hampshire","White","18**","78,533","22.92"
"Suicide","25 to 29","New Hampshire","Black","--","2,383","--"
"Suicide","25 to 29","New Jersey","White","25","389,303","6.42"
"Suicide","25 to 29","New Jersey","Black","--","104,093","--"
"Suicide","25 to 29","New Mexico","White","24","107,156","22.40"
"Suicide","25 to 29","New Mexico","Black","--","4,727","--"
"Suicide","25 to 29","New York","White","97","887,577","10.93"
"Suicide","25 to 29","New York","Black","24","261,092","9.19"
"Suicide","25 to 29","North Carolina","White","83","468,805","17.70"
"Suicide","25 to 29","North Carolina","Black","34","173,348","19.61"
"Suicide","25 to 29","North Dakota","White","17**","44,860","37.90"
"Suicide","25 to 29","North Dakota","Black","--","2,797","--"
"Suicide","25 to 29","Ohio","White","97","586,432","16.54"
"Suicide","25 to 29","Ohio","Black","25","119,059","21.00"
"Suicide","25 to 29","Oklahoma","White","43","183,119","23.48"
"Suicide","25 to 29","Oklahoma","Black","--","25,642","--"
"Suicide","25 to 29","Oregon","White","56","232,336","24.10"
"Suicide","25 to 29","Oregon","Black","--","8,915","--"
"Suicide","25 to 29","Pennsylvania","White","97","615,684","15.75"
"Suicide","25 to 29","Pennsylvania","Black","18**","122,841","14.65"
"Suicide","25 to 29","Rhode Island","White","--","57,055","--"
"Suicide","25 to 29","Rhode Island","Black","--","8,130","--"
"Suicide","25 to 29","South Carolina","White","43","213,793","20.11"
"Suicide","25 to 29","South Carolina","Black","11**","95,617","11.50"
"Suicide","25 to 29","South Dakota","White","11**","45,508","24.17"
"Suicide","25 to 29","South Dakota","Black","--","1,969","--"
"Suicide","25 to 29","Tennessee","White","88","363,007","24.24"
"Suicide","25 to 29","Tennessee","Black","--","93,553","--"
"Suicide","25 to 29","Texas","White","185","997,897","18.54"
"Suicide","25 to 29","Texas","Black","43","247,990","17.34"
"Suicide","25 to 29","Utah","White","48","226,852","21.16"
"Suicide","25 to 29","Utah","Black","--","5,355","--"
"Suicide","25 to 29","Vermont","White","--","34,440","--"
"Suicide","25 to 29","Vermont","Black","--","895","--"
"Suicide","25 to 29","Virginia","White","71","377,098","18.83"
"Suicide","25 to 29","Virginia","Black","24","126,319","19.00"
"Suicide","25 to 29","Washington","White","73","401,822","18.17"
"Suicide","25 to 29","Washington","Black","10**","30,976","32.28"
"Suicide","25 to 29","West Virginia","White","26","95,321","27.28"
"Suicide","25 to 29","West Virginia","Black","--","5,141","--"
"Suicide","25 to 29","Wisconsin","White","71","301,974","23.51"
"Suicide","25 to 29","Wisconsin","Black","14**","32,272","43.38"
"Suicide","25 to 29","Wyoming","White","--","31,459","--"
"Suicide","25 to 29","Wyoming","Black","--","573","--"
"Suicide","30 to 34","Alabama","White","61","221,016","27.60"
"Suicide","30 to 34","Alabama","Black","17**","101,298","16.78"
"Suicide","30 to 34","Alaska","White","--","37,587","--"
"Suicide","30 to 34","Alaska","Black","--","2,605","--"
"Suicide","30 to 34","Arizona","White","82","400,296","20.48"
"Suicide","30 to 34","Arizona","Black","--","36,454","--"
"Suicide","30 to 34","Arkansas","White","55","154,054","35.70"
"Suicide","30 to 34","Arkansas","Black","--","34,888","--"
"Suicide","30 to 34","California","White","195","1,394,002","13.99"
"Suicide","30 to 34","California","Black","17**","147,840","11.50"
"Suicide","30 to 34","Colorado","White","126","399,639","31.53"
"Suicide","30 to 34","Colorado","Black","--","26,098","--"
"Suicide","30 to 34","Connecticut","White","25","167,654","14.91"
"Suicide","30 to 34","Connecticut","Black","--","37,599","--"
"Suicide","30 to 34","Delaware","White","--","43,963","--"
"Suicide","30 to 34","Delaware","Black","--","17,454","--"
"Suicide","30 to 34","District of Columbia","White","--","40,917","--"
"Suicide","30 to 34","District of Columbia","Black","--","26,733","--"
"Suicide","30 to 34","Florida","White","125","754,132","16.58"
"Suicide","30 to 34","Florida","Black","20**","217,922","9.18"
"Suicide","30 to 34","Georgia","White","87","421,111","20.66"
"Suicide","30 to 34","Georgia","Black","47","284,269","16.53"
"Suicide","30 to 34","Hawaii","White","--","27,147","--"
"Suicide","30 to 34","Hawaii","Black","--","3,551","--"
"Suicide","30 to 34","Idaho","White","34","115,796","29.36"
"Suicide","30 to 34","Idaho","Black","--","1,751","--"
"Suicide","30 to 34","Illinois","White","114","624,807","18.25"
"Suicide","30 to 34","Illinois","Black","16**","144,191","11.10"
"Suicide","30 to 34","Indiana","White","91","367,915","24.73"
"Suicide","30 to 34","Indiana","Black","--","56,145","--"
"Suicide","30 to 34","Iowa","White","37","171,785","21.54"
"Suicide","30 to 34","Iowa","Black","--","12,583","--"
"Suicide","30 to 34","Kansas","White","54","155,929","34.63"
"Suicide","30 to 34","Kansas","Black","--","14,363","--"
"Suicide","30 to 34","Kentucky","White","52","255,261","20.37"
"Suicide","30 to 34","Kentucky","Black","--","30,638","--"
"Suicide","30 to 34","Louisiana","White","50","191,021","26.18"
"Suicide","30 to 34","Louisiana","Black","17**","110,877","15.33"
"Suicide","30 to 34","Maine","White","17**","81,521","20.85"
"Suicide","30 to 34","Maine","Black","--","2,306","--"
"Suicide","30 to 34","Maryland","White","29","229,640","12.63"
"Suicide","30 to 34","Maryland","Black","13**","147,207","8.83"
"Suicide","30 to 34","Massachusetts","White","39","370,231","10.53"
"Suicide","30 to 34","Massachusetts","Black","--","53,899","--"
"Suicide","30 to 34","Michigan","White","87","499,593","17.41"
"Suicide","30 to 34","Michigan","Black","19**","115,573","16.44"
"Suicide","30 to 34","Minnesota","White","64","294,177","21.76"
"Suicide","30 to 34","Minnesota","Black","--","36,830","--"
"Suicide","30 to 34","Mississippi","White","27","106,229","25.42"
"Suicide","30 to 34","Mississippi","Black","14**","78,329","17.87"
"Suicide","30 to 34","Missouri","White","103","329,572","31.25"
"Suicide","30 to 34","Missouri","Black","--","57,677","--"
"Suicide","30 to 34","Montana","White","16**","64,718","24.72"
"Suicide","30 to 34","Montana","Black","--","725","--"
"Suicide","30 to 34","Nebraska","White","22","106,113","20.73"
"Suicide","30 to 34","Nebraska","Black","--","8,612","--"
"Suicide","30 to 34","Nevada","White","46","164,879","27.90"
"Suicide","30 to 34","Nevada","Black","--","31,678","--"
"Suicide","30 to 34","New Hampshire","White","21","83,513","25.15"
"Suicide","30 to 34","New Hampshire","Black","--","2,547","--"
"Suicide","30 to 34","New Jersey","White","34","404,148","8.41"
"Suicide","30 to 34","New Jersey","Black","--","111,781","--"
"Suicide","30 to 34","New Mexico","White","33","110,168","29.95"
"Suicide","30 to 34","New Mexico","Black","--","4,918","--"
"Suicide","30 to 34","New York","White","98","916,555","10.69"
"Suicide","30 to 34","New York","Black","28","280,002","10.00"
"Suicide","30 to 34","North Carolina","White","83","489,469","16.96"
"Suicide","30 to 34","North Carolina","Black","30","180,918","16.58"
"Suicide","30 to 34","North Dakota","White","22","46,292","47.52"
"Suicide","30 to 34","North Dakota","Black","--","3,208","--"
"Suicide","30 to 34","Ohio","White","147","614,360","23.93"
"Suicide","30 to 34","Ohio","Black","17**","123,992","13.71"
"Suicide","30 to 34","Oklahoma","White","54","195,595","27.61"
"Suicide","30 to 34","Oklahoma","Black","--","25,714","--"
"Suicide","30 to 34","Oregon","White","74","258,032","28.68"
"Suicide","30 to 34","Oregon","Black","--","9,689","--"
"Suicide","30 to 34","Pennsylvania","White","137","671,746","20.39"
"Suicide","30 to 34","Pennsylvania","Black","19**","131,867","14.41"
"Suicide","30 to 34","Rhode Island","White","10**","62,877","15.90"
"Suicide","30 to 34","Rhode Island","Black","--","8,564","--"
"Suicide","30 to 34","South Carolina","White","58","232,397","24.96"
"Suicide","30 to 34","South Carolina","Black","10**","103,145","9.70"
"Suicide","30 to 34","South Dakota","White","14**","46,551","30.07"
"Suicide","30 to 34","South Dakota","Black","--","2,350","--"
"Suicide","30 to 34","Tennessee","White","78","373,704","20.87"
"Suicide","30 to 34","Tennessee","Black","14**","95,251","14.70"
"Suicide","30 to 34","Texas","White","216","1,022,242","21.13"
"Suicide","30 to 34","Texas","Black","44","260,691","16.88"
"Suicide","30 to 34","Utah","White","51","211,442","24.12"
"Suicide","30 to 34","Utah","Black","--","5,406","--"
"Suicide","30 to 34","Vermont","White","10**","36,896","27.10"
"Suicide","30 to 34","Vermont","Black","--","874","--"
"Suicide","30 to 34","Virginia","White","70","392,756","17.82"
"Suicide","30 to 34","Virginia","Black","21","133,142","15.77"
"Suicide","30 to 34","Washington","White","80","447,401","17.88"
"Suicide","30 to 34","Washington","Black","--","33,773","--"
"Suicide","30 to 34","West Virginia","White","28","99,132","28.25"
"Suicide","30 to 34","West Virginia","Black","--","5,323","--"
"Suicide","30 to 34","Wisconsin","White","76","301,697","25.19"
"Suicide","30 to 34","Wisconsin","Black","--","32,048","--"
"Suicide","30 to 34","Wyoming","White","12**","34,581","34.70"
"Suicide","30 to 34","Wyoming","Black","--","662","--"
"Suicide","35 to 39","Alabama","White","48","210,362","22.82"
"Suicide","35 to 39","Alabama","Black","15**","87,181","17.21"
"Suicide","35 to 39","Alaska","White","16**","37,109","43.12"
"Suicide","35 to 39","Alaska","Black","--","2,130","--"
"Suicide","35 to 39","Arizona","White","102","374,400","27.24"
"Suicide","35 to 39","Arizona","Black","--","31,202","--"
"Suicide","35 to 39","Arkansas","White","48","148,742","32.27"
"Suicide","35 to 39","Arkansas","Black","--","30,615","--"
"Suicide","35 to 39","California","White","162","1,293,685","12.52"
"Suicide","35 to 39","California","Black","10**","122,343","8.17"
"Suicide","35 to 39","Colorado","White","102","379,513","26.88"
"Suicide","35 to 39","Colorado","Black","--","22,296","--"
"Suicide","35 to 39","Connecticut","White","33","176,238","18.72"
"Suicide","35 to 39","Connecticut","Black","--","33,636","--"
"Suicide","35 to 39","Delaware","White","--","41,456","--"
"Suicide","35 to 39","Delaware","Black","--","15,689","--"
"Suicide","35 to 39","District of Columbia","White","--","35,137","--"
"Suicide","35 to 39","District of Columbia","Black","--","21,155","--"
"Suicide","35 to 39","Florida","White","125","749,761","16.67"
"Suicide","35 to 39","Florida","Black","15**","194,011","7.73"
"Suicide","35 to 39","Georgia","White","102","413,541","24.67"
"Suicide","35 to 39","Georgia","Black","35","249,434","14.03"
"Suicide","35 to 39","Hawaii","White","--","28,516","--"
"Suicide","35 to 39","Hawaii","Black","--","2,993","--"
"Suicide","35 to 39","Idaho","White","25","116,759","21.41"
"Suicide","35 to 39","Idaho","Black","--","1,334","--"
